id;naampad;wkt
42388;N28.415/NWEG;simplified;LINESTRING Z (128635.395 165343.317 0, 128267.973 165756.592 0, 128234.124 165803.334 0, 128164.148 165916.647 0, 128135.594 165972.594 0, 127506.305 167271.548 0, 127464.945 167354.61 0, 127455.867 167370.063 0, 127428.188 167411.204 0, 127405.742 167439.829 0, 127336.695 167512.219 0, 127303.617 167549.126 0, 127287.071 167570.641 0, 126970.509 168059.042 0, 126955.744 168091.362 0, 126916.886 168155.449 0, 126907.325 168172.523 0, 126896.475 168197.014 0, 126887.295 168213.269 0, 126864.668 168246.478 0, 126860.665 168249.307 0, 126791.134 168344.932 0, 126515.19 168699.663 0, 126508.606 168730.662 0, 126511.852 168749.235 0, 126690.969 169353.157 0, 126710.477 169429.126 0, 126716.602 169459.657 0, 126726.719 169522.032 0, 126731.977 169609.782 0, 126729.327 169695.502 0, 126721.74 169761.194 0, 126706.92 169833.357 0, 126679.945 169924.157 0, 126660.296 169971.579 0, 126638.009 170019.326 0, 126618.177 170057.741 0, 126591.073 170102.97 0, 126548.812 170163.075 0, 126523.437 170195.379 0, 126316.543 170437.918 0, 126265.768 170494.364 0, 126224.465 170544.876 0, 126157.346 170622.721 0, 126092.539 170703.579 0, 126053.18 170757.954 0, 125993.078 170852.719 0, 125942.469 170946.876 0, 125900.274 171041.016 0, 125884.071 171081.797 0, 125867.328 171129.782 0, 125849.719 171186.094 0, 125832.688 171247.626 0, 125818.375 171312.579 0, 125806.172 171381.297 0, 125793.485 171474.719 0, 125741.063 171922.188 0, 125733.656 171991.673 0, 125729.336 172057.672 0, 125729.008 172106.907 0, 125732.492 172184.11 0, 125743.625 172268.829 0, 125752.195 172312.766 0, 125769.375 172379.938 0, 125786.391 172431.454 0, 125805.19 172479.053 0)
56914;N29.214/NWEG;simplified;MULTILINESTRING Z ((187858.97 161846.424 0, 187990.983 162064.844 0, 187995.571 162068.54 0, 188033.867 162128.15 0, 188062.852 162181.875 0, 188070.941 162193.147 0, 188079.993 162201.407 0, 188091.478 162203.233 0, 188099.378 162211.57 0, 188101.042 162219.122 0, 188098.378 162228.341 0, 188104.717 162244.814 0, 188153.894 162327.004 0, 188209.661 162434.2 0, 188247.205 162512.896 0, 188337.219 162713.643 0, 188367.179 162770.882 0, 188401.288 162827.651 0, 188431.894 162872.834 0, 188482.22 162937.961 0, 188688.331 163165.239 0, 188765.782 163257.161 0, 188809.656 163312.614 0, 188821.233 163318.828 0, 188832.951 163320.266 0, 188840.858 163326.547 0, 188844.733 163335.86 0, 188844.561 163342.516 0, 188842.061 163349.063 0, 188845.565 163359.336 0, 188878.459 163407.71 0, 188886.562 163416.255 0, 188945.462 163510.308 0, 188986.496 163592.6 0, 188997.126 163609.122 0, 189016.761 163646.796 0, 189038.704 163693.754 0, 189044.263 163702.557 0, 189146.046 163950.113 0, 189536.701 164921.014 0, 189545.304 164947.998 0, 189555.012 164961.885 0, 189563.005 164963.648 0, 189572.588 164968.858 0, 189580.155 164976.718 0, 189583.982 164983.698 0, 189586.663 164997.274 0, 189584.999 165008.055 0, 189576.679 165022.054 0, 189568.004 165028.668 0, 189566.024 165043.716 0, 189575.553 165127.797 0, 189578.59 165184.602 0, 189576.272 165198.284 0, 189578.385 165219.062 0, 189583.029 165260 0, 189596.154 165335.969 0, 189611.467 165395.969 0, 189620.529 165424.407 0, 189652.279 165504.079 0, 189693.967 165581.907 0, 189737.795 165646.047 0, 189776.92 165695.688 0, 189801.842 165722.86 0, 189843.311 165763.047 0, 189855.512 165764.634 0, 189890.832 165788.359 0, 189932.614 165810.889 0, 189984.879 165831.105 0, 190022.889 165841.313 0, 190070.268 165850.511 0, 190099.65 165854.031 0, 190167.516 165865.827 0, 190221.58 165879.985 0, 190310.598 165895.604 0, 190369.839 165899.085 0, 190401.545 165900.172 0, 190463.498 165897.047 0, 190491.311 165894.235 0, 190634.699 165868.545 0, 190664.001 165866.733 0, 190686.967 165868.424 0, 190708.186 165872.36 0, 190728.688 165879.416 0, 190750.933 165891.491 0, 190764.279 165901.061 0, 190779.453 165915.026 0, 190791.144 165928.862 0, 190808.358 165959.023 0), (189916.167 167127.014 0, 189930.254 167244.221 0, 190044.967 168077.109 0, 190055.842 168139.969 0, 190070.061 168199.656 0, 190659.026 170235.04 0, 190666.51 170252.839 0, 190694.425 170344.945 0, 190741.492 170510.371 0, 190752.118 170559.375 0, 191455.42 173015.438 0, 191850.377 174403.352 0, 192844.326 177923.141 0, 193426.782 179937 0, 193909.235 181593.407 0, 194161.375 182451.329 0, 194174.282 182488.219 0, 194185.071 182502.852 0, 194194.735 182513.042 0, 194202.272 182512.881 0, 194207.644 182515.126 0, 194213.47 182518.195 0, 194225.674 182528.924 0))
56916;N29.214B/NWEG;simplified;LINESTRING Z (198118.61 187165.427 0, 198145.784 187173.139 0, 198175.583 187173.269 0, 198182.125 187174.984 0, 198470.095 187094.534 0, 198509.08 187085.395 0, 198545.467 187080.876 0, 198605.312 187079.498 0, 198659.076 187085.383 0, 198693.105 187092.179 0, 198724.645 187101.331 0, 198763.27 187116.42 0, 198926.068 187194.462 0, 198950.476 187208.075 0, 198982.741 187230.062 0, 199005.403 187248.12 0, 199106.594 187348.376 0, 199145.078 187390.923 0, 199169.75 187421.469 0, 199225.766 187483.235 0, 199240.047 187495.454 0, 199255.875 187506.172 0, 199904.32 187804.456 0, 199909.531 187806.813 0, 199913.813 187806.782 0, 199974.59 187832.031 0, 200219.735 187944.001 0, 200235.048 187951.158 0, 200252.485 187961.297 0, 200255.266 187964.454 0, 202026.156 188773.594 0, 202084.721 188804.26 0, 202156.294 188849.204 0, 202190.694 188874.045 0, 202456.15 189085.452 0, 202532.538 189141.367 0, 203040.679 189467.189 0, 203467.438 189739.157 0, 203604.172 189824.594 0, 203657.938 189859.235 0, 203714.485 189900.735 0, 203892.313 190041.516 0, 203936.953 190080.532 0, 205012.291 191094.701 0)
56917;N29.717/NWEG;simplified;LINESTRING Z (205012.291 191094.701 0, 205634.462 191753.15 0, 205641.193 191755.168 0, 205668.328 191783.642 0, 205687.31 191805.201 0, 205699.837 191822.192 0, 206100.36 192246.376 0, 206114.907 192257.001 0, 206153.75 192294.641 0, 206191.29 192337.131 0, 206286.482 192433.492 0, 206321.245 192465.491 0, 206366.876 192503.957 0, 206382.491 192506.613 0, 206396.905 192498.153 0, 206405.509 192495.738 0, 206414.063 192495.407 0, 206496.662 192519.207 0, 206502.545 192517.264 0, 206515.801 192521.318 0, 206534.609 192532.727 0, 206561.225 192539.646 0, 206578.037 192539.032 0, 206677.387 192565.433 0, 206946.273 192640.856 0, 207029.675 192660.047 0, 207091.721 192682.217 0, 207173.265 192704.929 0, 207214.201 192713.113 0, 207368.283 192754.775 0, 207554.015 192806.651 0, 207559.419 192811.123 0, 207668.27 192839.874 0, 207675.439 192839.479 0, 207809.901 192875.991 0, 207842.868 192886.734 0, 207858.411 192889.547 0, 207927.958 192908.429 0, 207931.927 192912.451 0, 208118.396 192962.234 0, 208642.626 193106.179 0, 208877.797 193168.844 0, 208934.719 193176.641 0, 208972.375 193178.329 0, 209011.047 193177.079 0, 209046.25 193173.532 0, 209074.922 193168.547 0, 209106.828 193160.782 0, 209264.157 193111.735 0, 209314.328 193099.829 0, 209353.86 193094.844 0, 209384.037 193093.611 0, 209402.328 193094.329 0, 209437.485 193099.719 0, 209496.725 193117.85 0, 209639.5 193171.313 0, 209690.547 193196.438 0, 209725.235 193217.688 0, 209759.407 193242.438 0, 209850.485 193324.907 0, 209897.72 193365.501 0)
52578;N31.311/NWEG;simplified;LINESTRING Z (69170.586 206594.985 0, 69152.724 206653.596 0, 69108.68 206770.688 0, 69076.146 206843.888 0, 69026.259 206948.278 0, 68969.336 207059.579 0, 68743.919 207484.085 0, 68611.396 207731.546 0, 68573.893 207797.502 0, 68386.7 208149.399 0, 68354.95 208217.331 0, 68337.884 208263.898 0, 68331.071 208287.71 0, 68320.884 208336.79 0, 68317.246 208373.964 0, 68316.935 208432.628 0, 68321.569 208486.063 0, 68329.037 208526.512 0, 68344.094 208583.895 0, 68361.61 208631.017 0, 68425.828 208785.304 0, 68436.54 208817.707 0, 68445.84 208855.186 0, 68452.349 208891.063 0, 68458.047 208961.76 0, 68455.454 209025.478 0, 68449.667 209065.553 0, 68439.506 209113.549 0, 68420.127 209172.304 0, 68244.327 209584.663 0, 68180.033 209745.455 0, 68154.699 209817.754 0, 68105.343 209972.868 0, 68088.157 210030.771 0, 68069.883 210101.107 0, 68036.119 210246.022 0, 67874.487 210982.574 0, 67749.828 211551.902 0, 67719.687 211699.734 0, 67623.993 212133.6 0, 67581.238 212365.529 0, 67563.248 212496.83 0, 67562.373 212517.748 0, 67550.199 212635.296 0, 67533.237 212826.398 0, 67527.719 213000.526 0, 67527.738 213135.063 0, 67534.634 213306.998 0, 67582.312 213940.932 0, 67592.471 214098.837 0, 67595.978 214198.105 0, 67596.491 214275.021 0, 67592.074 214431.308 0, 67584.772 214534.179 0, 67568.089 214683.689 0, 67555.842 214764.956 0, 67535.729 214877.6 0, 67521.495 214945.388 0, 67492.879 215064.777 0, 67451.935 215207.292 0, 67398.679 215373.574 0, 67383.56 215435.143 0, 67371.345 215501.062 0, 67361.949 215577.538 0, 67356.79 215678.131 0, 67357.13 215723.176 0, 67359.505 215768.462 0, 67367.284 215845.615 0, 67377.762 215910.861 0, 67385.858 215949.12 0, 67404.114 216019.129 0, 67429.729 216097.95 0, 67459.094 216170.192 0, 67687.61 216648.353 0, 67912.754 217114.336 0, 68020.528 217329.286 0, 68097.199 217473.124 0, 68110.609 217481.363 0, 68145.765 217538.299 0, 68175.109 217577.129 0, 68206.494 217608.017 0, 68261.303 217654.085 0, 68278.217 217673.623 0, 68291.545 217693.93 0, 68302.159 217715.778 0, 68309.881 217738.803 0, 68314.592 217762.643 0, 68316.359 217798.247 0, 68312.866 217837.246 0, 68307.353 217866.668 0, 68225.194 218160.787 0, 68215.975 218208.364 0, 68211.388 218248.75 0, 68202.008 218378.311 0, 68192.865 218592.419 0, 68188.499 218622.052 0, 68180.625 218943.188 0, 68122.336 219806.345 0, 67999.609 220607.923 0, 67983.456 220692.511 0, 67983.509 220712.097 0, 67935.714 220963.814 0, 67933.291 220995.273 0, 67934.073 221048.58 0, 67941.518 221110.89 0, 67944.568 221150.285 0, 67944.268 221176.003 0, 67940.613 221209.854 0, 67871.708 221673.092 0, 67829.736 221971.337 0, 67821.747 222007.387 0, 67815.437 222021.392 0, 67790.893 222186.615 0, 67792.261 222202.326 0, 67784.156 222267.939 0, 67765.667 222391.999 0, 67756.54 222441.814 0, 67751.589 222452.148 0, 67720.882 222658.653 0, 67722.839 222668.929 0, 67718.425 222706.796 0, 67690.169 222897.92 0, 67678.992 222963.609 0, 67673.51 222975.481 0, 67619.109 223343.407 0, 67613.891 223410.095 0, 67614.078 223473.782 0, 67619.805 223542.673 0, 67634.906 223677.423 0, 67637.148 223743.501 0, 67634.078 223817.751 0, 67573.783 224245.276 0, 67577.885 224251.459 0, 67543.017 224486.239 0, 67514.34 224783.814 0, 67494.001 224920.478 0, 67486.132 224957.694 0, 67469.083 225021.134 0, 67435.155 225118.184 0, 67380.804 225233.65 0, 67375.037 225247.654 0, 67373.211 225260.007 0)
43696;N31A.311/NWEG;simplified;LINESTRING Z (67777.232 222314.211 0, 67850.101 222324.34 0, 67852.309 222334.156 0, 67818.271 222575.378 0, 67819.919 222616.129 0, 67818.936 222628.468 0, 67807.589 222689.644 0, 67781.448 222795.79 0, 67780.564 222813.383 0, 67782.481 222817.747 0, 67788.831 222824.198 0, 67896.348 222904.544 0)
57457;N31B.311/NWEG;simplified;LINESTRING Z (68985.045 207547.524 0, 68987.528 207539.607 0, 68993.719 207534.175 0, 68999.987 207532.668 0, 69006.555 207533.975 0, 69016.341 207531.241 0, 69050.716 207516.135 0, 69320.287 207332.251 0)
56264;N32.311/NWEG;simplified;LINESTRING Z (69238.677 211167.721 0, 69179.117 211142.907 0, 69025.178 211090.013 0, 68982.765 211073.687 0, 68936.354 211047.011 0, 68886.727 211004.391 0, 68836.406 210957.47 0, 68790.323 210917.354 0, 68785.318 210915.12 0, 68710.165 210845.775 0, 68690.577 210824.065 0, 68555.539 210605.677 0, 68549.936 210589.746 0, 68212.823 210041.58 0, 68183.451 209995.192 0, 68167.522 209980.598 0, 68143.078 209949.548 0, 68122.82 209913.251 0, 68098.881 209877.066 0, 68053.734 209785.522 0, 67833.9 209426.633 0, 67817.47 209400.41 0, 67808.463 209391.569 0, 67785.603 209354.66 0, 67774.964 209333.92 0, 67759.7 209324.828 0, 67756.689 209321.003 0, 67755.229 209316.274 0, 67756.822 209308.37 0, 67624.621 209093.554 0, 67624.906 209087.093 0, 67569.535 208998.921 0, 67565.259 208996.769 0, 67493.363 208881.099 0, 67492.926 208874.341 0, 67427.865 208767.809 0, 66992.398 208058.68 0, 66987.472 208056.545 0, 66791.092 207737.222 0, 66751.8 207671.198 0, 66752.485 207668.104 0, 66539.902 207320.698 0, 66442.071 207165.203 0, 66431.873 207151.973 0, 66394.725 207091.172 0, 66329.479 206993.487 0, 65989.793 206430.945 0, 65973.594 206401.969 0, 65956.005 206364.783 0, 65936.056 206307.983 0, 65926.614 206269.442 0, 65919.863 206220.744 0, 65917.763 206181.888 0, 65919.069 206152.216 0, 65897.141 205556.751 0, 65892.823 205496.525 0, 65887.805 205454.813 0, 65882 205422.345 0, 65861.02 205336.954 0, 65777.311 205042.24 0, 65768.536 205023.116 0, 65763.858 205019.649 0, 65761.479 205013.916 0, 65762.725 205005.239 0, 65723.834 204858.065 0, 65488.055 204035.72 0, 65450.154 203898.012 0, 65368.223 203617.61 0, 65224.028 203113.588 0, 65157.502 202875.304 0, 65147.747 202874.286 0, 65141.915 202866.958 0, 65142.357 202858.745 0, 65147.844 202852.619 0, 65145.259 202842.413 0, 65117.093 202743.936 0, 65076.908 202613.074 0, 65060.066 202568.25 0, 65048.598 202544.514 0, 64939.615 202353.686 0, 64938.335 202345.841 0, 64658.482 201863.181 0, 64625.514 201812.526 0, 64605.3 201778.289 0, 64578.206 201726.96 0, 64489.877 201572.371 0, 64450.095 201504.127 0, 64424.41 201464.682 0, 64375.455 201373.872 0, 64174.599 201027.061 0, 64167.086 201016.098 0, 64158.851 201014.915 0, 64153.236 201009.11 0, 64152.273 201001.091 0, 64154.921 200995.591 0, 64141.517 200969.539 0, 63714.241 200229.295 0, 63671.227 200151.918 0, 63670.176 200146.896 0, 63569.89 199973.024 0, 63137.521 199226.633 0, 63127.428 199214.767 0, 63032.691 199051.645 0, 62998.797 198990.841 0, 62996.176 198981.751 0, 62957.864 198915.31 0)
56265;N32.316C/NWEG;simplified;LINESTRING Z (62957.864 198915.31 0, 62333.403 197835.372 0, 62320.444 197818.992 0, 61977.92 197226.46 0, 61885.005 197069.955 0, 61850.247 197017.053 0, 61842.142 197005.759 0, 61829.09 196999.105 0, 61823.616 196992.928 0, 61821.765 196982.835 0, 61826.649 196972.805 0, 61816.882 196949.783 0, 61817.061 196944.797 0, 61808.626 196929.618 0)
59136;N32.316/NWEG;simplified;LINESTRING Z (61362.522 194269.292 0, 61352.952 194270.502 0, 61345.926 194267.197 0, 61341.362 194260.917 0, 61340.331 194252.547 0, 61343.245 194245.996 0, 61351.049 194240.324 0, 61357.756 194231.178 0, 61380.776 194140.336 0, 61390.668 194083.637 0, 61395.731 194070.29 0, 61470.341 193535.674 0, 61485.066 193403.242 0, 61496.972 193319.501 0, 61501.415 193311.58 0, 61592.254 192665.775 0, 61588.892 192659.38 0, 61708.062 191802.598 0, 61730.922 191640.954 0, 61736.343 191632.938 0, 61779.887 191308.048 0, 61827.199 190975.094 0, 61821.68 190973.391 0, 61817.262 190969.673 0, 61814.649 190964.516 0, 61814.258 190958.751 0, 61816.278 190953.079 0, 61820.512 190948.532 0, 61830.032 190946.251 0, 61851.744 190792.242 0, 61848.965 190788.728 0, 61955.273 190025.359 0, 61978.487 189880.465 0, 61980.969 189875.907 0, 61986.407 189832.766 0, 62003.896 189558.376 0, 62002.056 189549.371 0, 62007.269 189434.453 0, 62015.316 189311.527 0, 62018.094 189306.985 0, 62034.899 189046.133 0, 62048.402 188835.173 0, 62046.552 188828.764 0, 62079.818 188304.832 0, 62083.938 188226.579 0, 62075.446 188220.094 0, 62072.719 188210.048 0, 62076.227 188200.829 0, 62084.664 188195.219 0, 62086.798 188182.205 0, 62096.866 188049.334 0, 62119.418 187698.973 0, 62121.064 187666.288 0, 62119.851 187661.271 0, 62127.288 187536.644 0, 62129.108 187531.678 0, 62130.037 187489.95 0, 62141.122 187296.713 0, 62206.982 186289.37 0, 62204.74 186273.299 0, 62196.143 186268.975 0, 62187.218 186255.556 0, 62186.344 186229.442 0, 62190.789 186201.66 0, 62200.553 186191.104 0, 62209.955 186187.263 0, 62214.198 186181.736 0, 62225.496 185969.754 0, 62251.29 185555.739 0, 62249.43 185534.391 0, 62242.895 185508.251 0, 62236.496 185496.751 0, 62236.059 185487.751 0, 62241.395 185475.422 0, 62251.035 185468.219 0, 62256.918 185454.048 0, 62258.231 185445.016 0, 62339.08 184126.227 0, 62340.913 184113.777 0, 62348.922 184097.704 0, 62345.657 184086.798 0, 62347.258 184080.579 0, 62350.332 184076.188 0, 62349.617 184067.594 0, 62346.242 184057.532 0, 62346.43 184049.423 0, 62360.204 183822.548 0, 62362.685 183803.315 0, 62364.623 183755.862 0)
59138;N32.316B/NWEG;simplified;LINESTRING Z (62264.583 181388.124 0, 62271.633 181376.06 0, 62282.071 181367.964 0, 62284.922 181346.409 0, 62283.401 181319.421 0, 62274.669 181252.792 0, 62271.448 181249.385 0, 62116.524 180378.144 0, 62083.86 180208.033 0, 62061.686 180070.087 0, 61968.673 179547.382 0, 61969.736 179542.74 0, 61926.27 179303.657 0, 61920.063 179255.579 0, 61846.252 178127.777 0, 61844.079 178122.072 0, 61840.481 178096.672 0, 61836.671 178048.201 0, 61814.869 177723.821 0, 61814.34 177687.52 0, 61816.132 177683.178 0, 61815.82 177671.26 0, 61809.491 177582.75 0, 61806.849 177573.328 0, 61798 177473.391 0, 61792.387 177470.152 0, 61788.826 177462.933 0, 61790.395 177455.039 0, 61796.446 177449.731 0, 61791.104 177356.581 0, 61793.328 177346.133 0, 61732.567 176545.922 0, 61714.266 176330 0, 61552.41 174819.902 0, 61551.155 174808.884 0, 61548.145 174807.136 0, 61544.746 174797.621 0, 61531.29 174687.407 0, 61532.925 174684.518 0, 61525.536 174613.146 0, 61521.386 174542.06 0, 61507.293 174402.925 0, 61509.019 174395.96 0, 61500.998 174329.844 0, 61428.41 173626.594 0, 61407.453 173409.693 0, 61397.261 173328.605 0, 61383.866 173192.937 0, 61379.94 173188.996 0, 61341.295 172803.307 0, 61333.512 172800.819 0, 61330.353 172797.654 0, 61328.031 172791.946 0, 61328.97 172784.569 0, 61331.234 172781.001 0, 61336.358 172777.607 0, 61337.057 172762.532 0, 61330.693 172672.798 0, 61332.086 172662.446 0, 61301.438 172339.266 0, 61300.336 172284.251 0, 61302.91 172252.782 0, 61326.731 172117.907 0, 61326.634 172102.752 0, 61358.925 171938.909 0, 61364.797 171897.661 0, 61361.568 171893.551 0, 61360.682 171887.654 0, 61362.136 171883.398 0, 61365.804 171879.674 0, 61403.335 171619.238 0, 61406.063 171611.407 0, 61420.205 171502.317 0, 61498.122 171010.077 0, 61497.461 171001.742 0, 61510.557 170914.694 0, 61509.271 170898.106 0, 61504.412 170891.846 0, 61503.27 170882.061 0, 61507.889 170873.36 0, 61515.663 170869.057 0, 61520.378 170856.406 0, 61583.01 170464.685 0)
56268;N32.312/NWEG;simplified;LINESTRING Z (61583.01 170464.685 0, 61590.686 170417.44 0, 61593.604 170416.43 0, 61597.033 170397.287 0, 61638.084 170133.94 0, 61733.891 169577.157 0, 61888.758 168693.266 0, 61902.118 168623.403 0, 61916.955 168557.569 0, 61928.843 168525.264 0, 61938.756 168503.685 0, 61955.654 168473.587 0, 61966.057 168467.249 0, 61999.738 168425.334 0, 62035.478 168391.921 0, 62084.421 168357.54 0, 62087.177 168353.373 0, 62120.309 168335.118 0, 62150.318 168320.913 0, 62257.789 168276.273 0, 62311.99 168248.886 0, 62356.945 168217.555 0, 62361.467 168216.474 0, 62366.585 168212.34 0, 62398.866 168178.204 0, 62424.995 168142.058 0, 62520.956 168024.655 0, 62529.331 168013.409 0, 62531.336 168007.441 0, 62843.633 167600.485 0, 62883.031 167545.404 0, 62938.832 167461.392 0, 62976.558 167394.265 0, 63008.616 167327.245 0, 63027.492 167281.856 0, 63056.885 167194.85 0, 63067.822 167149.629 0, 63081.143 167077.022 0, 63089.091 167002.252 0, 63092.324 166922.313 0, 63092.214 166864.944 0, 63089.274 166789.731 0, 63068.404 166440.627 0, 63067.221 166377.659 0, 63070.606 166265.953 0, 63080.2 166154.12 0, 63094.989 166055.634 0, 63131.089 165858.602 0, 63142.137 165789.11 0, 63164.323 165672.201 0, 63165.292 165657.036 0, 63290.041 164980.271 0)
52588;N32C.312/NWEG;simplified;LINESTRING Z (63077.483 167520.48 0, 63069.309 167511.391 0, 63057.844 167503.407 0, 63018.383 167480.985 0, 62969.569 167458.287 0, 62963.421 167447.363 0, 62951.701 167438.98 0, 62942.582 167436.379 0, 62898.131 167395.739 0, 62934.59 167357.298 0, 62964.766 167332.313 0, 62977.192 167319.391 0, 62998.102 167291.923 0, 63006.012 167277.969 0, 63019.051 167251.094 0, 63038.805 167197.829 0, 63051.715 167147.032 0, 63057.473 167119.313 0, 63060.004 167096.329 0, 63058.211 167075.126 0, 63050.774 167052.141 0, 63037.231 167031.001 0, 63019.164 167014.173 0, 62998.426 167002.719 0, 62982.86 166997.86 0, 62968.867 166995.907 0, 62927.688 166996.844 0, 62903.676 166992.969 0)
56720;N32D.312/NWEG;simplified;LINESTRING Z (61602.877 170360.135 0, 61588.698 170356.303 0, 61558.234 170343.428 0, 61537.787 170338.274 0, 61449.547 170331.204 0, 61420.695 170332.21 0, 61402.5 170335.442 0, 61165.846 170392.664 0, 61153.839 170398.381 0, 61106.833 170427.763 0, 61089.822 170435.334 0, 61022.881 170446.241 0, 60923.022 170452.744 0, 60901.918 170455.937 0, 60891.107 170459.802 0, 60800.333 170505.057 0, 60724.162 170534.446 0, 60677.407 170563.032 0, 60657.505 170570.797 0, 60637.033 170573.861 0, 60556.762 170571.623 0, 60527.79 170572.383 0, 60483.54 170586.014 0, 60378.708 170609.5 0, 60337.459 170624.288 0, 60257.325 170658.824 0)
59837;N33.315/NWEG;simplified;LINESTRING Z (47824.529 212584.414 0, 47712.183 211973.812 0, 47701.222 211940.55 0, 47684.681 211853.441 0, 47650.183 211664.734 0, 47651.658 211651.44 0, 47627.112 211525.689 0, 47611.733 211492.102 0, 47601.97 211491.878 0, 47592.502 211486.785 0, 47588.403 211481.501 0, 47585.448 211472.697 0, 47586.974 211462.23 0, 47589.571 211457.577 0, 47597.678 211450.781 0, 47602.713 211449.038 0, 47603.615 211407.993 0, 47580.225 211290.778 0, 47405.846 210348.273 0, 47405.48 210341.984 0, 47407.266 210335.964 0, 47401.445 210299.783 0, 47388.348 210237.672 0, 47383.083 210230.538 0, 47372.627 210186.296 0, 47353.032 210063.028 0, 47282.653 209684.144 0, 47268.133 209610.647 0, 47259.434 209577.754 0, 47237.103 209445.086 0, 47231.769 209371.204 0, 47232.306 209339.294 0, 47235.134 209299.481 0, 47245.866 209241.156 0, 47257.246 209201.06 0, 47275.711 209154.446 0, 47306.529 209095.024 0, 47322.857 209070.873 0, 47375.974 209004.774 0, 47414.011 208964.134 0, 47903.39 208468.394 0, 48026.827 208348.037 0, 48033.571 208343.775 0, 48181.077 208193.739 0, 48197.094 208179.813 0, 48281.463 208091.969 0, 48418.643 207953.874 0, 48419.624 207949.277 0, 48448.583 207918.287 0, 48481.735 207884.659 0, 48504.686 207866.6 0, 49267.955 207092.543 0, 49282.961 207071.91 0, 49574.778 206778.769 0, 49721.997 206625.917 0, 49743.636 206597.797 0, 49835.024 206506.051 0, 49859.498 206484.554 0, 49904.543 206438.913 0, 50025.698 206313.53 0, 50063.3 206271.598 0, 50204.75 206131.113 0, 50236.68 206101.391 0, 50264.272 206081.191 0, 50477.09 205865.68 0, 50541.001 205802.885 0, 51348.855 204983.395 0, 51358.253 204968.071 0, 51400.082 204926.718 0, 51408.987 204922.516 0, 52957.774 203344.552 0, 52961.415 203336.842 0, 52997.538 203299.543 0, 53005.35 203295.572 0, 53029.676 203271.348 0, 53034.188 203263.173 0, 53093.046 203203.748 0, 53153.963 203145.238 0, 53159.987 203141.072 0, 54144.155 202139.723 0, 54148.623 202132.243 0, 54245.92 202028.888 0, 54292.863 201982.332 0, 54332.871 201944.869 0, 54337.32 201942.593 0, 54686.531 201586.994 0, 54778.819 201496.658 0, 54853.008 201417.938 0, 54984.517 201283.793 0, 57697.601 198525.813 0, 58010.857 198205.741 0, 58036.693 198175.915 0, 58037.728 198168.779 0, 58104.687 198101.233 0, 58117.14 198095.166 0, 58159.261 198058.22 0, 58176.75 198045.526 0, 58292.453 197966.875 0, 58313.854 197950.526 0)
59835;N33.316/NWEG;simplified;LINESTRING Z (58313.854 197950.526 0, 58329.778 197935.141 0, 58345.731 197914.735 0, 58363.899 197882.672 0, 58373.198 197855.091 0, 58385.447 197786.497 0, 58416.024 197592.132 0, 58416.523 197569.741 0, 58422.788 197530.356 0, 58429.994 197507.084 0, 58436.246 197467.547 0, 58445.155 197406.881 0, 58445.661 197393.079 0, 58454.471 197321.967 0, 58461.663 197290.935 0, 58472.798 197262.83 0, 58491.42 197231.818 0, 58511.25 197208.492 0, 58531.254 197190.869 0, 58555.072 197174.588 0, 58569.371 197166.951 0, 58648.554 197128.776 0, 58655.842 197126.934 0, 60294.501 196255.159 0, 60300.382 196249.826 0, 60332.248 196232.841 0, 60389.854 196202.517 0, 60441.876 196177.789 0, 60449.88 196169.611 0)
