id;naampad;wkt
49821;N165.114/NWEG;simplified;LINESTRING Z (193906.281 194523.99 0, 193901.493 194491.652 0, 193886.949 194441.13 0, 193743.938 194041.766 0, 193696.997 193906.28 0, 193368.798 192991.565 0, 193069.384 192148.527 0, 193060.785 192117.438 0, 193056.552 192087.672 0, 193060.657 191851.751 0, 193060.063 191818.282 0, 193055.016 191789.407 0, 193048.032 191763.688 0, 193016.532 191669.157 0, 193007.735 191655.657 0, 192878 191510.047 0, 192724.068 191348.169 0, 192717.536 191345.162 0, 192701.892 191330.403 0)
59669;N171.121/NWEG;simplified;LINESTRING Z (156272.631 205574.265 0, 156261.232 205570.722 0, 156252.342 205560.8 0, 156036.442 205132.73 0, 155927.234 204910.163 0, 155809.766 204675.97 0, 155512.984 204092.423 0, 155457.992 203966.68 0, 155418.866 203896.973 0, 155367.111 203781.931 0, 155354.657 203750.399 0, 155310.987 203651.853 0, 155127.621 203243.455 0, 155101.868 203180.701 0, 155022.641 202953.86 0, 155011.688 202934.407 0, 154995.578 202916.094 0, 154972.891 202898.876 0, 154946.61 202884.719 0, 154952.406 202836.813 0, 154955.344 202788.704 0, 154954.5 202755.251 0, 154951.781 202726.844 0, 154945.156 202687.282 0, 154938.469 202659.61 0, 154923.594 202615.219 0, 154907.766 202576.22 0, 154875.266 202511.594 0, 154718.156 202235.954 0, 154675.102 202170.641 0, 154627.408 202105.368 0, 154599.422 202070.704 0, 154564.469 202031.97 0, 154547.063 202013.204 0, 154509.094 201977.407 0, 154446.343 201925.253 0, 154339.698 201847.543 0, 154178.71 201746.193 0, 154170.986 201739.136 0, 153975.811 201618.131 0, 153839.568 201535.801 0, 153490.526 201320.179 0, 153415.93 201277.903 0, 153229.606 201162.667 0, 153167.051 201119.789 0, 152410.202 200652.225 0)
59670;N171.121B/NWEG;simplified;LINESTRING Z (150126.138 199733.905 0, 150103.079 199735.829 0, 150095.123 199747.764 0, 150084.555 199754.578 0, 150073.006 199757.705 0, 150060.922 199757.102 0, 150054.363 199755.054 0, 150044.154 199748 0, 150037.011 199738.475 0, 150034.324 199730.422 0, 150022.942 199721.651 0, 150016.009 199719.138 0, 149899.162 199699.161 0, 149835.133 199694.133 0, 149765.711 199693.95 0, 149746.142 199690.847 0, 149721.891 199684.344 0, 149675.589 199663.706 0, 149586.638 199597.82 0, 149575.949 199594.343 0, 149564.874 199600.93 0, 149557.587 199601.601 0, 149548.469 199599.144 0, 149541.656 199594.051 0, 149537.026 199586.841 0, 149535.49 199579.288 0, 149538.648 199566.169 0, 149543.972 199559.924 0, 149548.311 199557.384 0, 149550.722 199548.659 0, 149551.648 199538.34 0, 149546.092 199524.119 0, 149537.427 199511.882 0, 149485.767 199452.483 0, 149481.756 199443.526 0, 149451.007 199408.133 0, 149436.327 199396.023 0, 149396.745 199350.514 0, 149378.542 199333.793 0, 149348.273 199315.695 0, 149312.925 199305.218 0, 149290.725 199303.15 0, 149246.103 199305.732 0, 149211.466 199302.736 0, 149200.618 199300.223 0, 149169.53 199287.986 0, 149144.936 199271.291 0)
59673;N171A.121/NWEG;simplified;MULTILINESTRING Z ((150015.141 199527.813 0, 149906.235 199547.188 0, 149705.469 199542.157 0, 149682.719 199542.766 0, 149662.328 199545.751 0, 149636.172 199553.891 0, 149603.935 199570.782 0, 149594.498 199581.345 0, 149579.099 199609.126 0), (149543.276 199624.834 0, 149497.659 199589.324 0, 149489.866 199579.863 0, 149475.116 199572.47 0, 149288.869 199426.434 0, 149251.839 199391.334 0, 149188.84 199322.362 0, 149186.141 199322.203 0, 149175.348 199330.945 0, 149166.367 199330.447 0, 149097.064 199285.675 0, 149091.251 199275.982 0))
59538;N173.121/NWEG;simplified;LINESTRING Z (153833.952 208977.262 0, 153830.875 208967.24 0, 153807.96 208946.698 0, 153798.492 208934.365 0, 153790.724 208919.961 0, 153787.953 208912.618 0, 153784.891 208894.704 0, 153782.344 208859.407 0, 153785.25 208822.829 0, 153862.047 208328.626 0, 153868.235 208282.766 0, 153869.688 208249.829 0, 153870.422 208218.532 0, 153867.5 208181.048 0, 153862.406 208152.298 0, 153841.672 208062.235 0, 153821.45 207987.167 0, 153818.244 207963.859 0, 153818.914 207947.383 0, 153952.32 207121.798 0, 153963.407 207068.869 0, 153974.097 207006.903 0, 153973.274 207003.711 0, 153984.791 206957.295 0, 154008.156 206812.735 0, 154011.609 206778.157 0, 154011.234 206717.829 0, 153992.781 206609.079 0, 153990.859 206584.11 0, 153992.016 206420.032 0, 153994.328 206370.845 0, 153999.313 206346.641 0, 154023.141 206262.876 0, 154055.485 206159.938 0, 154343.484 205194.563 0, 154388.219 205049.251 0, 154411.594 204985.673 0, 154439.859 204919.11 0, 154466.704 204863.734 0, 154501.891 204799.204 0, 154578.813 204650.501 0, 154592.547 204618.313 0, 154604.906 204580.22 0, 154612.781 204545.766 0, 154617.453 204513.704 0, 154624.359 204413.501 0, 154635.625 204321.72 0, 154651.297 204243.813 0, 154798.813 203539.766 0, 154873.016 203209.329 0, 154901.547 203100.298 0, 154933.141 202956.641 0, 154943.645 202901.956 0)
53765;N174.114/NWEG;simplified;LINESTRING Z (194829.379 203659.089 0, 194840.089 203634.537 0, 194849.473 203593.981 0, 194939.216 203144.88 0, 195008.031 201753.907 0, 195013.235 201726.719 0, 195025.703 201693.11 0, 195043.734 201662.016 0, 195059.047 201642.516 0, 195073.985 201626.954 0, 195098.297 201607.673 0, 195119.766 201595.282 0, 195824.656 201270.641 0, 195923.781 201222.876 0, 195941.781 201209.751 0, 195961.469 201189.173 0, 195979.75 201159.266 0, 195989.979 201132.832 0, 195994.338 201110.273 0, 195994.9 201086.852 0, 195990.968 201063.161 0, 195978.781 201029.016 0, 195600.383 200103.98 0, 195565.703 200012.798 0, 195539.266 199936.204 0, 195529.282 199896.501 0, 195524.469 199846.579 0, 195525.625 199798.626 0, 195529.141 199767.454 0, 195535.032 199738.907 0, 195542.657 199712.829 0, 195574.391 199636.657 0, 195988.047 198700.266 0, 196228.094 198152.766 0, 196237.703 198120.001 0, 196241.703 198099.11 0, 196318.125 197563.329 0, 196325.92 197529.016 0, 196330.548 197513.003 0, 196342.184 197485.829 0, 196462.391 197228.563 0, 196480.313 197181.907 0, 196492.985 197137.048 0, 196497.547 197113.626 0, 196526.88 196898.804 0, 196521.851 196896.85 0, 196518.683 196893.458 0, 196517.444 196884.454 0, 196523.179 196877.403 0, 196532.247 196876.782 0, 196544.109 196844.923 0, 196743.017 196233.535 0)
53766;N174.717/NWEG;simplified;LINESTRING Z (196743.017 196233.535 0, 196985.75 195483.844 0, 196992.828 195467.204 0, 196987.054 195460.494 0, 196986.99 195453.348 0, 196993.292 195446.204 0, 197001.303 195445.798 0, 197006.38 195428.972 0, 197755.453 193749.844 0, 197769.297 193710.188 0, 197781.266 193629.673 0, 197842.61 193159.438 0, 197871.032 192954.672 0, 198005.797 192296.032 0, 198015.766 192239.454 0, 198017.125 192197.719 0, 198014.938 192172.563 0, 197982.235 191896.719 0, 197978.563 191844.344 0, 197994.485 191528.079 0, 198000.453 191492.094 0, 198009.953 191465.516 0, 198025.563 191439.001 0, 198038.86 191423.579 0, 198133.889 191332.555 0, 198175.92 191294.479 0, 198169.179 191286.547 0, 198167.113 191277.499 0, 198170.308 191266.403 0, 198176.87 191259.84 0, 198183.324 191257.165 0, 198192.605 191257.164 0, 198200.968 191261.19 0, 198205.624 191266.399 0, 198251.519 191244.66 0, 198366.047 191184.344 0, 198944.969 190869.641 0, 198972.297 190854.36 0, 198987.422 190843.423 0, 198999.485 190829.454 0, 199013.094 190809.313 0, 199299.45 190378.429 0, 199327.971 190359.498 0)
53767;N174.214/NWEG;simplified;LINESTRING Z (199327.971 190359.498 0, 199336.119 190354.242 0, 199342.719 190320.313 0, 199346.906 190307.563 0, 199361.422 190275.423 0, 199391.188 190219.985 0, 199461.547 190095.969 0, 199478.86 190063.204 0, 199488.906 190038.657 0, 199497.797 189987.548 0, 199520.063 189816.391 0, 199523.203 189785.579 0, 199522.766 189753.985 0, 199519.594 189728.032 0, 199506.11 189674.844 0, 199467.799 189528.29 0, 199464.548 189522.774 0, 199455.584 189493.158 0, 199428.917 189391.766 0, 199413.82 189331.037 0, 199405.703 189290.844 0, 199332.969 189013.438 0, 199325.003 188975.714 0, 199323.045 188950.737 0, 199325.833 188876.405 0, 199322.91 188869.905 0, 199323.253 188820.462 0, 199324.659 188759.806 0, 199327.924 188750.671 0, 199333.524 188502.091 0, 199331.516 188442.735 0, 199324.98 188390.797 0, 199310.766 188337.203 0, 199298.458 188306.316 0, 199282.014 188276.564 0, 199243.702 188221.08 0, 199232.512 188197.544 0, 199138.367 187815.713 0, 199127.521 187766.881 0, 199124.928 187745.424 0, 199123.925 187701.748 0, 199128.797 187643.282 0, 199159.457 187501.447 0, 199165.54 187482.281 0, 199173.735 187463.938 0, 199187.453 187441.219 0)
59680;N177.112/NWEG;simplified;LINESTRING Z (149455.441 197240.243 0, 149351.23 197049.093 0, 149352.599 197033.886 0, 149365.458 197009.915 0, 149366.252 196995.468 0, 149354.98 196985.732 0, 149343.444 196988.272 0, 149336.565 196987.742 0, 149326.934 196983.615 0, 149319.844 196978.112 0, 149313.282 196966.258 0, 149311.059 196957.262 0, 149312.541 196945.198 0, 149315.822 196939.165 0, 149298.008 196930.968 0, 149286.571 196921.306 0, 149231.941 196828.384 0, 149205.823 196801.026 0, 149135.038 196739.021 0, 149099.932 196711.509 0, 149061.752 196688.077 0, 149018.999 196667.926 0, 148975.176 196642.345 0, 148915.507 196593.077 0, 148894.886 196573.778 0, 148885.518 196567.557 0, 148877.933 196572.55 0, 148872.434 196572.906 0, 148867.209 196571.155 0, 148826.453 196535.87 0, 148811.329 196517.331 0, 148743.224 196458.674 0, 148714.715 196436.78 0, 148663.981 196404.567 0, 148527.878 196329.182 0, 148496.962 196306.738 0, 148473.149 196283.164 0, 148463.519 196271.82 0, 148448.106 196245.262 0, 148442.55 196232.992 0, 148432.556 196200.587 0, 148426.94 196160.496 0, 148423.249 196053.788 0)
59681;N177.121/NWEG;simplified;LINESTRING Z (153181.023 210001.949 0, 153179.672 209964.626 0, 153175.078 209943.641 0, 153170.016 209932.141 0, 153155.359 209914.11 0, 153136.578 209895.923 0, 153126.844 209888.563 0, 153117.875 209882.501 0, 153097.125 209872.688 0, 153069.672 209865.329 0, 153018.375 209854.735 0, 152985.875 209843.626 0, 152966.795 209832.364 0, 152924.171 209786.157 0, 152916.035 209779.608 0, 152904.394 209773.589 0, 152765.268 209745.438 0, 152728.442 209733.509 0, 152686.16 209709.987 0, 152654.618 209687.146 0, 152616.927 209651.007 0, 152471.542 209488.854 0, 152397.405 209401.806 0, 152379.484 209377.292 0, 152321.417 209307.138 0, 151976.813 208914.501 0, 151863.953 208778.204 0, 151788.975 208668.71 0, 151759.063 208620.876 0, 151719.828 208556.11 0, 151682.313 208485.438 0, 151646.547 208411.282 0, 151593.256 208283.754 0, 151573.623 208230.539 0, 151556.954 208177.291 0, 151539.446 208069.539 0, 151540.647 208059.35 0, 151531.688 207979.141 0, 151493.031 207823.36 0, 151461.313 207678.641 0, 151325.258 206884.151 0, 151315.187 206846.524 0, 151292.091 206705.195 0, 151270.631 206586.491 0, 151265.17 206545.757 0, 151264.176 206526.801 0, 151250.221 206439.385 0, 151188.563 206092.626 0, 151155.433 205891.867 0, 151145.748 205846.186 0, 151102.05 205582.808 0, 151083.649 205485.674 0, 151081.441 205482.158 0, 151049.294 205295.759 0, 151050.375 205292.269 0, 151005.531 205033.751 0, 150990.112 204940.75 0, 150979.564 204865.947 0, 150972.854 204842.113 0, 150966.313 204808.704 0, 150947.649 204693.271 0, 150927.79 204586.215 0, 150791.875 203802.22 0, 150792.501 203797.71 0, 150761.812 203605.39 0, 150756.662 203592.138 0, 150727.947 203423.146 0, 150725.169 203417.111 0, 150719.359 203383.579 0, 150673.729 203103.327 0, 150671.36 203098.258 0, 150649.185 202975.409 0, 150605.313 202716.454 0, 150580.287 202557.806 0, 150548.245 202376.224 0, 150544.531 202362.563 0, 150434.009 201718.323 0, 150432.715 201702.543 0, 150417.073 201606.883 0, 150379.344 201398.313 0, 150361.414 201279.169 0, 150313.141 200996.654 0, 150308.569 200986.82 0, 150193.13 200311.568 0, 150155.781 200105.836 0, 150135.374 199976.104 0, 150110.942 199846.484 0, 150095.123 199747.765 0, 150103.079 199735.829 0, 150104.81 199727.779 0, 150104.054 199714.228 0, 150097.727 199700.477 0, 150085.266 199689.977 0, 150080.397 199664.36 0, 149948.016 198886.954 0, 149948.722 198882.321 0, 149942.224 198840.491 0, 149939.391 198836.376 0, 149907.984 198655.454 0, 149883.406 198546.532 0, 149844.031 198394.391 0, 149835.828 198356.016 0, 149767.74 197967.042 0, 149741.438 197790.923 0, 149730.875 197748.126 0, 149717.833 197712.713 0, 149702.083 197680.192 0, 149646.466 197578.509 0, 149614.999 197517.235 0, 149578.347 197451.256 0, 149534.327 197376.933 0, 149459.05 197238.331 0)
50029;N179.123/NWEG;simplified;LINESTRING Z (172702.047 220818.813 0, 172700.672 220804.204 0, 172701.656 220796.813 0, 172706.672 220782.766 0, 172716.391 220766.329 0, 173149.86 220206.188 0, 173186.172 220153.11 0, 173208.36 220111.11 0, 173224.656 220071.016 0, 173726.629 218698.129 0, 173811.701 218463.457 0, 173817.557 218439.241 0, 173831.369 218400.718 0, 173845.209 218373.344 0, 173904.547 218231.673 0, 174049.594 217912.735 0, 174061.859 217891.235 0, 174076.328 217881.626 0)
58977;N180.121/NWEG;simplified;LINESTRING Z (153603.896 214248.2 0, 153602.905 214303.325 0, 153597.554 214356.062 0, 153596.782 214641.21 0, 153594.322 214789.766 0, 153590.996 214812.81 0, 153588.965 215009.999 0, 153588.853 216586.545 0, 153587.721 216615.892 0, 153584.222 216653.382 0, 153574.1 216711.71 0, 153561.134 216760.282 0, 153543.386 216814.643 0, 153522.669 216859.093 0, 153498.936 216901.4 0, 153471.393 216942.516 0, 153444.564 216976.092 0, 153420.038 217003.408 0, 153396.199 217026.573 0, 153330.733 217080.49 0, 153310.127 217095.942 0, 153274.643 217118.684 0, 153209.265 217155.236 0, 153203.091 217156.745 0, 153108.158 217202.888 0, 153061.592 217222.891 0, 152974.173 217256.493 0, 152871.779 217288.825 0, 152821.455 217301.26 0, 152790.764 217307.134 0, 152710.542 217318.617 0, 152686.2 217319.675 0, 152626.669 217317.135 0, 152590.632 217313.484 0, 152532.847 217301.154 0, 152420.329 217263.257 0, 152409.52 217262.735 0, 152282.047 217231.364 0, 152206.547 217219.673 0, 152142.303 217215.217 0, 151942.047 217207.126 0, 151710.672 217209.001 0, 151617.859 217213.22 0, 151493.76 217227.447 0, 151392.191 217241.685 0, 151317.697 217248.392 0, 151213.914 217263.672 0, 151206.11 217260.883 0, 150962.281 217298.985 0, 150896.719 217313.766 0, 150859.563 217324.72 0, 150822.938 217337.86 0, 150789.047 217352.095 0, 150757.719 217367.563 0, 150700.313 217401.079 0, 150680.094 217414.579 0, 150656.578 217431.548 0, 150607.859 217471.407 0, 150571.516 217504.188 0, 150545.406 217534.423 0, 150527.609 217566.485 0, 150516.375 217598.735 0, 150510.391 217629.329 0, 150509.828 217652.907 0, 150511.469 217675.891 0, 150521.781 217716.704 0, 150536.344 217748.829 0, 150549.344 217769.579 0, 150569.094 217791.438 0, 150984.688 218169.313 0, 151004.5 218189.516 0, 151051.547 218248.548 0, 151080.172 218296.36 0, 151109.625 218363.985 0, 151126.203 218423.782 0, 151134.719 218477.36 0, 151137.609 218518.048 0, 151137.047 219478.251 0, 151134.734 219505.829 0, 151125.75 219557.876 0, 151118.438 219586.563 0, 151108.438 219617.079 0, 151100.438 219637.86 0, 151083.628 219672.961 0, 151058.507 219717.212 0, 151042.99 219737.545 0, 151036.903 219751.254 0, 151003.703 219788.264 0, 150985.569 219805.927 0, 150947.571 219838.041 0, 150926.711 219852.923 0, 150905.976 219866.374 0, 150862.444 219890.171 0, 150792.319 219918.437 0, 150543.246 219991.15 0, 150531.544 219992.764 0, 150411.685 220025.074 0, 150405.938 220024.005 0, 149780.672 220195.766 0, 149733.188 220202.595 0, 149680.125 220204.173 0, 149651.969 220202.673 0, 149619.203 220198.329 0, 149589.141 220191.845 0, 149539.953 220177.079 0, 149358.391 220093.798 0, 149336.703 220086.766 0, 149296.516 220077.595 0, 149266.677 220074.906 0, 149237.797 220075.063 0, 149212.547 220077.423 0, 149167.422 220087.516 0, 149143.297 220095.626 0, 149117.188 220107.782 0, 149067.672 220137.86 0, 148928.047 220229.907 0, 148899.016 220254.016 0, 148875.594 220277.001 0, 148853.922 220303.563 0, 148777.656 220407.938 0, 148752.766 220432.204 0, 148733.719 220448.22 0, 148707.141 220466.876 0, 148410.308 220660.416 0, 148370.048 220679.925 0, 148316.905 220698.363 0, 148274.139 220707.315 0, 148140.203 220722.126 0, 148089.297 220730.048 0, 148060.219 220737.798 0, 148044.641 220743.657 0, 148026.5 220751.157 0, 147998.031 220766.11 0, 147971.609 220784.938 0, 147950.359 220802.657 0, 147927.234 220826.329 0, 147916.234 220839.829 0, 147706.016 221119.063 0, 147605.453 221258.538 0, 147580.772 221298.505 0, 147407.375 221629.516 0, 147272.141 221885.47 0, 147260.984 221903.829 0, 147249.094 221920.391 0, 147234.625 221936.454 0, 147201.109 221965.97 0, 147129.953 222023.188 0, 147077.578 222076.86 0, 147068.844 222089.47 0, 147026.094 222166.379 0, 146971.355 222273.261 0, 146952.781 222304.735 0, 146906.896 222392.318 0, 146869.447 222456.262 0, 146863.393 222468.893 0, 146857.114 222488.167 0, 146852.852 222524.597 0, 146861.964 222567.543 0, 146868.497 222586.144 0, 146876.216 222600.787 0, 146885.123 222613.45 0, 146896.926 222625.939 0, 146909.426 222637.814 0, 146931.863 222655.314 0, 147294.094 222920.934 0, 147327.381 222943.302 0, 147363.142 222964.064 0, 147407.884 222984.773 0, 147462.165 223004.216 0, 147520.187 223016.759 0, 147587.849 223024.39 0, 147651.872 223025.11 0, 147714.774 223018.027 0, 147774.642 223005.815 0, 147795.422 223000.001 0, 147883.233 222965.783 0, 147907.559 222958.165 0, 147932.238 222952.79 0, 147957.654 222948.416 0, 147995.621 222945.4 0, 148056.302 222948.061 0, 148105.842 222958.459 0, 148140.569 222969.967 0, 148300.461 223034.103 0, 148462.687 223100.619 0, 148482.362 223111.741 0, 148504.228 223128.106 0, 148513.345 223137.641 0, 148528.092 223157.424 0, 148543.585 223190.895 0, 148549.316 223217.437 0, 148549.229 223254.623 0, 148515.047 223451.548 0, 148488.656 223579.86 0, 148437.422 223862.423 0, 148423.33 223925.081 0)
59040;N184.121/NWEG;simplified;LINESTRING Z (152894.176 211234.068 0, 152911.044 211226.848 0, 152986.268 211209.681 0, 153039.039 211199.937 0, 153345.255 211132.692 0, 153377.531 211134.532 0, 153465.201 211148.546 0, 153493.989 211156.269 0, 153628.295 211172.073 0, 153632.875 211169.404 0, 153663.038 211170.833 0, 153748.896 211180.663 0, 153771.115 211185.401 0, 153815.403 211188.585 0, 153850.241 211188.339 0, 153922.393 211183.179 0, 153966.679 211174.76 0, 153982.563 211170.132 0, 154038.012 211146.827 0, 154173.7 211094.047 0, 154233.156 211073.876 0, 154433.453 211019.891 0, 155042.014 210919.238 0, 155117.312 210908.251 0, 155174.707 210905.925 0, 155204.223 210907.411 0, 155238.72 210911.408 0, 155302.158 210924.192 0, 155566.266 211002.985 0, 155644.703 211029.095 0, 155720.25 211067.704 0, 155784.938 211109.967 0, 155802.406 211123.329 0, 155812.229 211133.626 0, 155850.719 211183.196 0)
54821;N186.121/NWEG;simplified;LINESTRING Z (151549.996 208312.841 0, 151534.439 208336.375 0, 151531.184 208345.503 0, 151518.578 208441.173 0, 151498.406 208545.516 0, 151367.771 209087.232 0, 151367.689 209095.834 0, 151356.739 209144.385 0, 151354.277 209172.68 0, 151357.6 209202.615 0, 151362.512 209218.771 0, 151370.473 209237.247 0, 151396.755 209279.243 0, 151396.037 209283.354 0, 151406.333 209305.901 0, 151410.453 209323.352 0, 151411.338 209346.979 0, 151409.772 209361.097 0, 151400.265 209385.02 0, 151390.267 209401.001 0, 151315.529 209490.813 0)
49461;N202.212/NWEG;simplified;LINESTRING Z (149629.668 180664.395 0, 149645.576 180604.752 0, 149653.143 180563.218 0, 149663.402 180479.031 0, 149673.851 180365.13 0, 149684.832 180305.929 0, 149739.27 180139.096 0, 149782.081 180025.373 0, 149838.399 179861.263 0, 149838.351 179856.154 0, 149848.137 179817.621 0, 149853.96 179787.265 0, 149853.97 179768.547 0, 149844.225 179715.819 0, 149844.626 179709.896 0, 149827.567 179666.073 0, 149804.729 179613.546 0, 149797.034 179590.659 0, 149788.309 179555.243 0, 149766.303 179392.923 0, 149761.498 179374.553 0, 149759.198 179342.364 0, 149728.029 179125.333 0, 149725.693 179094.925 0, 149726.488 179067.069 0, 149736.009 179018.909 0, 149773.495 178902.766 0, 149799.216 178815.752 0, 149798.945 178801.2 0, 149825.307 178708.663 0, 149827.859 178704.914 0, 149841.224 178667.791 0, 149855.728 178638.237 0, 149908.776 178550.92 0, 149928.604 178514.473 0, 149942.665 178483.75 0, 149953.056 178454.238 0, 149960.672 178423.77 0, 149966.235 178388.763 0, 149966.735 178358.03 0, 149964.309 178330.293 0, 149954.612 178286.528 0, 149905.305 178163.185 0, 149867.332 178061.407 0, 149863.468 178041.312 0, 149848.903 177992.16 0, 149816.951 177849.208 0, 149815.454 177837.605 0, 149816.776 177824.322 0, 149809.246 177818.017 0, 149806.017 177812.139 0, 149805.425 177803.334 0, 149808.775 177791.636 0, 149779.251 177687.934 0, 149778.824 177678.843 0, 149758.48 177611.602 0, 149752.087 177595.375 0, 149694.61 177403.875 0, 149661.197 177300.231 0, 149621.136 177188.437 0, 149589.941 177108.338 0, 149566.461 177068.466 0, 149543.36 177039.485 0, 149473.797 176956.328 0, 149443.5 176928.653 0, 149408.547 176902.055 0, 149377.862 176882.383 0, 149348.144 176865.67 0, 149290.539 176838.316 0, 149244.737 176820.948 0, 149227.925 176810.178 0)
54076;N203.211/NWEG;simplified;LINESTRING Z (142352.702 157261.624 0, 142340.284 157271.387 0, 142326.683 157287.032 0, 142318.392 157299.893 0, 142288.194 157363.441 0, 142277.956 157378.569 0, 142267.964 157389.35 0, 142230.309 157424.866 0, 142139.078 157501.18 0, 142076.676 157555.982 0, 142064.648 157559.677 0)
50917;N207.211/NWEG;simplified;LINESTRING Z (128981.543 171360.677 0, 128994.32 171376.454 0, 129001.524 171389.766 0, 129048.219 171489.016 0, 129109.813 171626.079 0, 129124.078 171652.36 0, 129144.836 171685.813 0, 129245.258 171826.094 0, 129364.696 171999.454 0, 129402.641 172047.923 0, 129435.774 172085.579 0, 129682.52 172359.646 0, 129696.543 172381.871 0, 129709.426 172417.27 0, 129713.725 172416.08 0, 129722.684 172418.061 0, 129729.192 172425.017 0, 129730.613 172428.608 0, 129729.94 172436.387 0, 129753.875 172445.736 0, 129759.036 172449.551 0, 129765.055 172457.282 0, 129778.235 172485.532 0, 129795.555 172550.86 0, 129809.117 172588.579 0, 129830.641 172632.876 0, 129848.414 172656.141 0, 129864.055 172672.61 0, 129915.727 172720.032 0, 129938.125 172747.969 0, 129966.829 172794.043 0, 130091.774 173028.422 0, 130210.657 173229.829 0, 130235.297 173268.094 0, 130276.695 173323.563 0, 130307.539 173360.329 0, 130806.414 173925.86 0, 130845.422 173973.923 0, 130877.383 174023.735 0, 130893.328 174057.251 0, 130901.602 174079.641 0, 130911.227 174115.173 0, 130917.07 174149.845 0, 130919.391 174187.329 0, 130918.672 174212.032 0, 130911.805 174259.907 0, 130902.285 174296.4 0, 130891.627 174324.806 0, 130878.167 174354.129 0, 130852.726 174394.63 0, 130836.843 174416.514 0, 130800.794 174460.704 0, 130734.218 174536.713 0, 130726.731 174548.997 0, 130722.233 174561.168 0, 130721.232 174569.673 0, 130727.525 174750.874 0, 130729.112 174759.076 0, 130738.226 174772.398 0, 130747.01 174779.488 0, 130756.432 174784.089 0, 130773.847 174798.473 0, 130797.39 174823.216 0, 130808.283 174844.613 0, 130827.669 174908.526 0, 130834.945 174919.705 0, 130845.923 174927.45 0)
54837;N208.211/NWEG;simplified;LINESTRING Z (132444.203 176094.719 0, 132436.879 176089.048 0, 132432.75 176082.013 0, 132391.409 176001.341 0, 132348.349 175908.282 0, 132335.873 175888.431 0, 132309.694 175835.83 0, 132295.273 175800.999 0, 132283.483 175779.777 0, 132263.143 175732.554 0, 132246.257 175682.251 0, 132229.628 175606.426 0, 132203.979 175506.741 0, 132176.232 175418.515 0, 132172.906 175401.259 0, 132157.844 175358.798 0, 132139.75 175295.141 0, 132120.719 175207.391 0, 132106.406 175158.641 0, 132083.531 175108.001 0, 132065.359 175077.391 0, 132045.141 175049.188 0, 132012.922 175013.188 0, 131981.203 174984.954 0, 131945.156 174959.516 0, 131895.203 174932.595 0, 131860.578 174918.016 0, 131579.828 174812.641 0, 131513.328 174788.438 0, 131488.563 174781.798 0, 131437.789 174777.233 0, 131405.404 174778.926 0, 131372.172 174784.429 0, 131187.527 174831.456 0, 131000.61 174884.532 0, 130969.326 174894.959 0, 130930.696 174917.925 0, 130871.109 174945.035 0, 130868.489 174956.703 0, 130861.028 174964.482 0, 130856.504 174966.228 0, 130847.227 174966.913 0, 130839.607 174963.341 0, 130833.296 174955.959 0, 130830.975 174947.505 0, 130810.734 174948.458 0, 130790.672 174951.494 0, 130618.047 175004.282 0, 130240.965 175115.909 0, 130182.334 175139.827 0, 130106.672 175180.36 0, 130022.086 175229.126 0, 129980.635 175248.606 0, 129930.449 175267.22 0, 129811.816 175291.547 0, 129812.16 175298.527 0, 129809.464 175307.419 0, 129803.57 175314.602 0, 129795.376 175318.983 0, 129786.129 175319.895 0, 129777.237 175317.199 0, 129770.054 175311.305 0, 129765.105 175300.844 0, 129711.247 175310.936 0, 129677.924 175320.649 0, 129653.716 175330.614 0, 129619.226 175351.1 0, 129481.342 175458.54 0, 129455.336 175482.689 0, 129389.96 175551.97 0)
59251;N209.212/NWEG;simplified;LINESTRING Z (151509.557 177883.37 0, 151513.107 177899.645 0, 151524.719 177921.766 0, 151582.188 177996.438 0, 151646.983 178074.769 0, 151655.17 178086.356 0, 151655.061 178096.381 0)
