ident8;begin.opschrift;begin.afstand;eind.opschrift;eind.afstand;gebied
N0010841;0;0;0;448;Agentschap Wegen en Verkeer - AWV121
N0010842;0;0;0;448;Agentschap Wegen en Verkeer - AWV121
N0015001;40.5;0;40.5;149;Gemeente - GemeenteAntwerpen
N0015001;40.5;312;40.5;2040;Gemeente - GemeenteAntwerpen
N0015002;40.5;0;40.5;149;Gemeente - GemeenteAntwerpen
N0015002;40.5;312;40.5;2040;Gemeente - GemeenteAntwerpen
N0015011;40.5;0;40.5;1;Agentschap Wegen en Verkeer - AWV121
N0015011;40.5;1;40.5;260;Gemeente - GemeenteAntwerpen
N0015011;40.5;402;40.5;2081;Gemeente - GemeenteAntwerpen
N0015012;40.5;0;40.5;1;Agentschap Wegen en Verkeer - AWV121
N0015012;40.5;1;40.5;260;Gemeente - GemeenteAntwerpen
N0015012;40.5;402;40.5;2081;Gemeente - GemeenteAntwerpen
N0017081;8.9;0;8.9;900;Agentschap Wegen en Verkeer - AWV212
N0017082;8.9;0;8.9;900;Agentschap Wegen en Verkeer - AWV212
N0017101;0;0;0;118;Agentschap Wegen en Verkeer - AWV123
N0017102;0;0;0;118;Agentschap Wegen en Verkeer - AWV123
N0019011;0;0;0;571;Gemeente - GemeenteMechelen
N0019012;0;0;0;571;Gemeente - GemeenteMechelen
N0019021;0;0;0;226;Gemeente - GemeenteMechelen
N0019022;0;0;0;226;Gemeente - GemeenteMechelen
N0019031;0;-5;0.7;12;Agentschap Wegen en Verkeer - AWV121
N0019031;0.7;12;0.8;28;Agentschap Wegen en Verkeer - AWV121
N0019032;0;-4;0.7;-13;Agentschap Wegen en Verkeer - AWV121
N0019032;0.7;-13;0.8;27;Agentschap Wegen en Verkeer - AWV121
N0019041;0;-8;1;129;Agentschap Wegen en Verkeer - AWV212
N0019042;0;-8;1;129;Agentschap Wegen en Verkeer - AWV212
N0020001;4.6;-4602;4.6;-4600;Brussels Gewest - Brussels Gewest
N0020001;4.6;-4600;4.6;-137;Brussels Gewest - Brussels Gewest
N0020001;4.6;-137;4.6;-37;Brussels Gewest - Brussels Gewest
N0020001;4.6;-37;11.3;-1;Agentschap Wegen en Verkeer - AWV212
N0020001;11.3;-1;23.2;57;Agentschap Wegen en Verkeer - AWV213
N0020001;23.5;-227;33.5;-9;Agentschap Wegen en Verkeer - AWV213
N0020001;33.5;-9;34.8;24;Agentschap Wegen en Verkeer - AWV214
N0020001;34.8;24;34.9;-36;Agentschap Wegen en Verkeer - AWV214
N0020001;34.9;-36;45.3;-86;Agentschap Wegen en Verkeer - AWV214
N0020001;45.3;-86;49.8;-51;Agentschap Wegen en Verkeer - AWV214
N0020001;49.8;-51;50;37;Agentschap Wegen en Verkeer - AWV214
N0020001;50;37;50;38;Agentschap Wegen en Verkeer - AWV214
N0020001;50.1;-40;51.4;-29;Agentschap Wegen en Verkeer - AWV214
N0020001;51.4;-29;52.5;34;Agentschap Wegen en Verkeer - AWV214
N0020001;52.5;34;53;-32;Agentschap Wegen en Verkeer - AWV717
N0020001;53;-32;63;-50;Agentschap Wegen en Verkeer - AWV717
N0020001;63;-50;70.2;-45;Agentschap Wegen en Verkeer - AWV720
N0020001;70.2;-45;71.4;26;Agentschap Wegen en Verkeer - AWV720
N0020001;72.6;-42;79.8;49;Agentschap Wegen en Verkeer - AWV720
N0020001;79.8;49;85.3;53;Agentschap Wegen en Verkeer - AWV719
N0020001;85.3;53;86.9;-73;Gemeente - GemeenteBilzen
N0020001;86.9;-73;91.6;41;Agentschap Wegen en Verkeer - AWV719
N0020001;91.6;41;94.9;69;Agentschap Wegen en Verkeer - AWV718
N0020002;4.6;-4602;4.6;-4600;Brussels Gewest - Brussels Gewest
N0020002;4.6;-4600;4.6;-37;Brussels Gewest - Brussels Gewest
N0020002;4.6;-37;11.3;-1;Agentschap Wegen en Verkeer - AWV212
N0020002;11.3;-1;23.2;58;Agentschap Wegen en Verkeer - AWV213
N0020002;23.5;-232;33.5;-10;Agentschap Wegen en Verkeer - AWV213
N0020002;33.5;-10;34.8;24;Agentschap Wegen en Verkeer - AWV214
N0020002;34.8;24;34.9;-38;Agentschap Wegen en Verkeer - AWV214
N0020002;34.9;-38;45.2;14;Agentschap Wegen en Verkeer - AWV214
N0020002;45.2;14;49.8;-53;Agentschap Wegen en Verkeer - AWV214
N0020002;49.8;-53;50;37;Agentschap Wegen en Verkeer - AWV214
N0020002;50;37;50;38;Agentschap Wegen en Verkeer - AWV214
N0020002;50.1;-44;51.4;-27;Agentschap Wegen en Verkeer - AWV214
N0020002;51.4;-27;52.5;33;Agentschap Wegen en Verkeer - AWV214
N0020002;52.5;33;53;-25;Agentschap Wegen en Verkeer - AWV717
N0020002;53;-25;63;-44;Agentschap Wegen en Verkeer - AWV717
N0020002;63;-44;70.2;-42;Agentschap Wegen en Verkeer - AWV720
N0020002;70.2;-42;71.4;26;Agentschap Wegen en Verkeer - AWV720
N0020002;72.6;-46;79.8;49;Agentschap Wegen en Verkeer - AWV720
N0020002;79.8;49;85.3;53;Agentschap Wegen en Verkeer - AWV719
N0020002;85.3;53;86.9;-73;Gemeente - GemeenteBilzen
N0020002;86.9;-73;91.6;41;Agentschap Wegen en Verkeer - AWV719
N0020002;91.6;41;94.9;68;Agentschap Wegen en Verkeer - AWV718
N0025911;70.01;0;70.01;1150;Agentschap Wegen en Verkeer - AWV720
N0025912;70.01;0;70.01;1150;Agentschap Wegen en Verkeer - AWV720
N0025931;70;0;70;199;Agentschap Wegen en Verkeer - AWV720
N0025932;70;0;70;199;Agentschap Wegen en Verkeer - AWV720
N0029021;0;-13;0.3;48;Agentschap Wegen en Verkeer - AWV213
N0029022;0;-20;0.3;46;Agentschap Wegen en Verkeer - AWV213
N0029031;0;0;0.1;14;Agentschap Wegen en Verkeer - AWV717
N0029031;0.1;14;0.1;17;Agentschap Wegen en Verkeer - AWV717
N0029032;0;0;0.1;18;Agentschap Wegen en Verkeer - AWV717
N0029041;1.9;-1901;1.9;-1892;Gemeente - GemeenteHerk-de-Stad
N0029041;1.9;-1892;1.9;-811;Gemeente - GemeenteHerk-de-Stad
N0029041;1.9;-811;1.9;-317;Gemeente - GemeenteHerk-de-Stad
N0029041;1.9;-317;1.9;-99;Gemeente - GemeenteHerk-de-Stad
N0029041;1.9;-99;1.9;-96;Agentschap Wegen en Verkeer - AWV717
N0029041;1.9;-96;1.9;62;Agentschap Wegen en Verkeer - AWV717
N0029041;1.9;62;1.9;66;Agentschap Wegen en Verkeer - AWV717
N0029042;1.9;-1907;1.9;-1903;Gemeente - GemeenteHerk-de-Stad
N0029042;1.9;-1903;1.9;-817;Gemeente - GemeenteHerk-de-Stad
N0029042;1.9;-817;1.9;-323;Gemeente - GemeenteHerk-de-Stad
N0029042;1.9;-323;1.9;-105;Gemeente - GemeenteHerk-de-Stad
N0029042;1.9;-105;1.9;-101;Agentschap Wegen en Verkeer - AWV717
N0029042;1.9;-101;1.9;55;Agentschap Wegen en Verkeer - AWV717
N0029042;1.9;55;1.9;60;Agentschap Wegen en Verkeer - AWV717
N0029061;0;0;0;983;Gemeente - GemeenteHasselt
N0029062;0;0;0;983;Gemeente - GemeenteHasselt
N0029071;0;0;0;68;Agentschap Wegen en Verkeer - AWV213
N0029072;0;0;0;68;Agentschap Wegen en Verkeer - AWV213
N0030001;9.5;-7960;9.5;-47;Brussels Gewest - Brussels Gewest
N0030001;9.5;-47;25.7;149;Agentschap Wegen en Verkeer - AWV213
N0030001;25.7;149;25.7;150;Agentschap Wegen en Verkeer - AWV213
N0030001;25.9;-44;33.2;-4;Agentschap Wegen en Verkeer - AWV213
N0030001;33.2;-4;46.6;-21;Agentschap Wegen en Verkeer - AWV214
N0030001;46.6;-21;46.6;24;Agentschap Wegen en Verkeer - AWV214
N0030001;46.6;24;58.4;-10;Agentschap Wegen en Verkeer - AWV214
N0030001;58.4;-10;60.2;-30;Agentschap Wegen en Verkeer - AWV719
N0030001;60.2;-30;63.4;-2;Agentschap Wegen en Verkeer - AWV719
N0030001;63.4;-2;75.3;0;Agentschap Wegen en Verkeer - AWV719
N0030002;9.5;-7957;9.5;-44;Brussels Gewest - Brussels Gewest
N0030002;9.5;-44;9.5;-40;Agentschap Wegen en Verkeer - AWV213
N0030002;9.5;-40;25.7;149;Agentschap Wegen en Verkeer - AWV213
N0030002;25.7;149;25.7;150;Agentschap Wegen en Verkeer - AWV213
N0030002;25.9;-44;33.2;-4;Agentschap Wegen en Verkeer - AWV213
N0030002;33.2;-4;46.6;9;Agentschap Wegen en Verkeer - AWV214
N0030002;46.6;9;46.6;51;Agentschap Wegen en Verkeer - AWV214
N0030002;46.6;51;58.4;-10;Agentschap Wegen en Verkeer - AWV214
N0030002;58.4;-10;60.2;-28;Agentschap Wegen en Verkeer - AWV719
N0030002;60.2;-28;63.4;-2;Agentschap Wegen en Verkeer - AWV719
N0030002;63.4;-2;75.3;0;Agentschap Wegen en Verkeer - AWV719
N0030111;0;-12;0.1;82;Agentschap Wegen en Verkeer - AWV719
N0030111;0.1;82;0.1;83;Agentschap Wegen en Verkeer - AWV719
N0030112;0;-26;0.1;83;Agentschap Wegen en Verkeer - AWV719
N0030112;0.1;83;0.1;84;Agentschap Wegen en Verkeer - AWV719
N0030121;0;-28;0.1;8;Agentschap Wegen en Verkeer - AWV719
N0030122;0;-28;0.1;-5;Agentschap Wegen en Verkeer - AWV719
N0030161;0;3;0.2;58;Agentschap Wegen en Verkeer - AWV719
N0030162;0;-33;0;-25;Agentschap Wegen en Verkeer - AWV719
N0030162;0;-25;0.2;58;Agentschap Wegen en Verkeer - AWV719
N0035201;0;0;0;115;Agentschap Wegen en Verkeer - AWV214
N0035201;0;63341;0;63526;Agentschap Wegen en Verkeer - AWV719
N0035202;0;0;0;115;Agentschap Wegen en Verkeer - AWV214
N0035202;0;63341;0;63526;Agentschap Wegen en Verkeer - AWV719
N0039051;0.2;0;0.2;1;Gemeente - GemeenteSint-Truiden
N0039051;0.2;1;0.2;1357;Gemeente - GemeenteSint-Truiden
N0039051;0.2;1357;0.2;1675;Gemeente - GemeenteSint-Truiden
N0039051;2.7;-2;2.7;-1;Agentschap Wegen en Verkeer - AWV719
N0039051;2.7;-1;2.7;29;Agentschap Wegen en Verkeer - AWV719
N0039051;2.7;29;3.8;45;Agentschap Wegen en Verkeer - AWV719
N0039051;3.8;45;3.8;46;Agentschap Wegen en Verkeer - AWV719
N0039052;0.2;0;0.2;1;Gemeente - GemeenteSint-Truiden
N0039052;0.2;1;0.2;1357;Gemeente - GemeenteSint-Truiden
N0039052;0.2;1357;0.2;1675;Gemeente - GemeenteSint-Truiden
N0039052;2.7;-2;2.7;-1;Agentschap Wegen en Verkeer - AWV719
N0039052;2.7;-1;2.7;29;Agentschap Wegen en Verkeer - AWV719
N0039052;2.7;29;3.8;45;Agentschap Wegen en Verkeer - AWV719
N0039052;3.8;45;3.8;46;Agentschap Wegen en Verkeer - AWV719
N0040001;0;0;0;1;Brussels Gewest - Brussels Gewest
N0040001;0;1;0;6168;Brussels Gewest - Brussels Gewest
N0040001;7.1;-199;15.6;55;Agentschap Wegen en Verkeer - AWV213
N0040001;15.6;55;15.6;926;Waals Gewest - Waals Gewest
N0040002;0;0;0;1;Brussels Gewest - Brussels Gewest
N0040002;0;1;0;6167;Brussels Gewest - Brussels Gewest
N0040002;0;6167;0;6168;Brussels Gewest - Brussels Gewest
N0040002;7.1;-199;15.6;55;Agentschap Wegen en Verkeer - AWV213
N0040002;15.6;55;15.6;926;Waals Gewest - Waals Gewest
N0049021;0;0;0;1590;Gemeente - GemeenteOverijse
N0049022;0;0;0;1590;Gemeente - GemeenteOverijse
N0050001;8.2;-8247;8.2;-116;Brussels Gewest - Brussels Gewest
N0050001;8.2;-116;8.2;-71;Agentschap Wegen en Verkeer - AWV211
N0050001;8.2;-71;12;45;Agentschap Wegen en Verkeer - AWV211
N0050001;12;45;12.1;120;Waals Gewest - Waals Gewest
N0050002;8.2;-8247;8.2;-116;Brussels Gewest - Brussels Gewest
N0050002;8.2;-116;8.2;-71;Agentschap Wegen en Verkeer - AWV211
N0050002;8.2;-71;12;44;Agentschap Wegen en Verkeer - AWV211
N0050002;12;44;12.1;120;Waals Gewest - Waals Gewest
N0060001;5.7;-5731;5.7;-81;Brussels Gewest - Brussels Gewest
N0060001;5.7;-81;5.7;-77;Brussels Gewest - Brussels Gewest
N0060001;5.7;-77;15.6;11;Agentschap Wegen en Verkeer - AWV211
N0060001;15.6;11;16.5;0;Agentschap Wegen en Verkeer - AWV211
N0060001;16.5;0;18.6;79;Agentschap Wegen en Verkeer - AWV211
N0060002;5.7;-5731;5.7;-5728;Brussels Gewest - Brussels Gewest
N0060002;5.7;-5728;5.7;-81;Brussels Gewest - Brussels Gewest
N0060002;5.7;-81;5.7;-80;Agentschap Wegen en Verkeer - AWV211
N0060002;5.7;-80;15.6;10;Agentschap Wegen en Verkeer - AWV211
N0060002;15.6;10;16.5;-1;Agentschap Wegen en Verkeer - AWV211
N0060002;16.5;-1;18.6;79;Agentschap Wegen en Verkeer - AWV211
N0070001;0;-5;1.7;21;Agentschap Wegen en Verkeer - AWV211
N0070001;1.7;21;1.7;22;Agentschap Wegen en Verkeer - AWV211
N0070001;1.7;22;4.1;80;Agentschap Wegen en Verkeer - AWV211
N0070002;0;-11;1.7;21;Agentschap Wegen en Verkeer - AWV211
N0070002;1.7;21;1.7;22;Agentschap Wegen en Verkeer - AWV211
N0070002;1.7;22;4.1;80;Agentschap Wegen en Verkeer - AWV211
N0080001;3.8;-3803;3.8;-35;Brussels Gewest - Brussels Gewest
N0080001;3.8;-35;3.8;-8;Brussels Gewest - Brussels Gewest
N0080001;3.8;-8;19.1;-39;Agentschap Wegen en Verkeer - AWV211
N0080001;19.1;-39;21.5;15;Agentschap Wegen en Verkeer - AWV415
N0080001;21.5;15;30.4;22;Agentschap Wegen en Verkeer - AWV415
N0080001;30.4;22;31.6;-40;Agentschap Wegen en Verkeer - AWV412
N0080001;31.6;-40;39.6;10;Agentschap Wegen en Verkeer - AWV415
N0080001;39.6;10;41.3;-84;Agentschap Wegen en Verkeer - AWV412
N0080001;41.3;-84;41.3;-28;Agentschap Wegen en Verkeer - AWV412
N0080001;41.3;-28;42.6;-81;Gemeente - GemeenteBrakel
N0080001;42.6;-81;42.6;-41;Agentschap Wegen en Verkeer - AWV412
N0080001;42.6;-41;55.9;25;Agentschap Wegen en Verkeer - AWV412
N0080001;55.9;25;56.1;-49;Agentschap Wegen en Verkeer - AWV412
N0080001;56.1;-49;64.4;-39;Agentschap Wegen en Verkeer - AWV412
N0080001;64.4;-39;64.4;38;Agentschap Wegen en Verkeer - AWV412
N0080001;64.4;38;77.1;-10;Agentschap Wegen en Verkeer - AWV312
N0080001;77.1;-10;77.1;15;Agentschap Wegen en Verkeer - AWV312
N0080001;77.1;15;78.9;-24;Gemeente - GemeenteZwevegem
N0080001;78.9;-24;82;24;Gemeente - GemeenteZwevegem
N0080001;82;24;82;40;Agentschap Wegen en Verkeer - AWV312
N0080001;82;40;82.7;-42;Agentschap Wegen en Verkeer - AWV312
N0080001;82.7;-42;83.1;-18;Agentschap Wegen en Verkeer - AWV312
N0080001;83.1;-18;83.2;34;Agentschap Wegen en Verkeer - AWV312
N0080001;83.2;34;84.9;10;Agentschap Wegen en Verkeer - AWV312
N0080001;87.7;0;96.8;-27;Agentschap Wegen en Verkeer - AWV312
N0080001;96.8;-27;97.5;-21;Agentschap Wegen en Verkeer - AWV312
N0080001;97.5;-21;98.5;-35;Agentschap Wegen en Verkeer - AWV312
N0080001;98.5;-35;98.9;-46;Agentschap Wegen en Verkeer - AWV312
N0080001;98.9;-46;100.4;6;Agentschap Wegen en Verkeer - AWV312
N0080001;100.4;6;100.5;-29;Agentschap Wegen en Verkeer - AWV312
N0080001;100.5;-29;105.8;22;Agentschap Wegen en Verkeer - AWV312
N0080001;105.8;22;113.5;51;Agentschap Wegen en Verkeer - AWV313
N0080001;113.5;51;113.6;42;Agentschap Wegen en Verkeer - AWV313
N0080001;113.6;42;113.6;45;Gemeente - GemeenteIeper
N0080001;113.6;45;115.3;-8;Gemeente - GemeenteIeper
N0080001;115.3;-8;115.3;-5;Gemeente - GemeenteIeper
N0080001;115.3;-5;115.5;30;Gemeente - GemeenteIeper
N0080001;115.5;30;117.7;-869;Gemeente - GemeenteIeper
N0080001;117.7;-869;117.7;-87;Gemeente - GemeenteIeper
N0080001;117.7;-87;117.7;-80;Agentschap Wegen en Verkeer - AWV313
N0080001;117.7;-80;118.7;28;Agentschap Wegen en Verkeer - AWV313
N0080001;118.7;28;140.6;11;Agentschap Wegen en Verkeer - AWV313
N0080001;140.6;11;145.2;-57;Agentschap Wegen en Verkeer - AWV313
N0080001;145.2;-57;145.2;-56;Agentschap Wegen en Verkeer - AWV315
N0080001;145.2;-56;149.2;-6;Agentschap Wegen en Verkeer - AWV313
N0080001;149.2;-6;150.9;-13;Agentschap Wegen en Verkeer - AWV315
N0080001;150.9;-13;152.5;7;Agentschap Wegen en Verkeer - AWV315
N0080002;3.8;-3557;3.8;-24;Brussels Gewest - Brussels Gewest
N0080002;3.8;-24;3.8;-7;Brussels Gewest - Brussels Gewest
N0080002;3.8;-7;19.1;-44;Agentschap Wegen en Verkeer - AWV211
N0080002;19.1;-44;21.5;13;Agentschap Wegen en Verkeer - AWV415
N0080002;21.5;13;30.4;22;Agentschap Wegen en Verkeer - AWV415
N0080002;30.4;22;31.6;-40;Agentschap Wegen en Verkeer - AWV412
N0080002;31.6;-40;39.6;10;Agentschap Wegen en Verkeer - AWV415
N0080002;39.6;10;41.3;-81;Agentschap Wegen en Verkeer - AWV412
N0080002;41.3;-81;41.3;-28;Agentschap Wegen en Verkeer - AWV412
N0080002;41.3;-28;42.6;-157;Gemeente - GemeenteBrakel
N0080002;42.6;-157;42.6;-130;Gemeente - GemeenteBrakel
N0080002;42.6;-130;55.9;11;Agentschap Wegen en Verkeer - AWV412
N0080002;55.9;11;56.1;-47;Agentschap Wegen en Verkeer - AWV412
N0080002;56.1;-47;64.4;-38;Agentschap Wegen en Verkeer - AWV412
N0080002;64.4;-38;64.4;38;Agentschap Wegen en Verkeer - AWV412
N0080002;64.4;38;77.1;-10;Agentschap Wegen en Verkeer - AWV312
N0080002;77.1;-10;77.1;15;Agentschap Wegen en Verkeer - AWV312
N0080002;77.1;15;78.9;-24;Gemeente - GemeenteZwevegem
N0080002;78.9;-24;82;24;Gemeente - GemeenteZwevegem
N0080002;82;24;82;53;Agentschap Wegen en Verkeer - AWV312
N0080002;82;53;82.6;69;Agentschap Wegen en Verkeer - AWV312
N0080002;82.6;69;83.1;-22;Agentschap Wegen en Verkeer - AWV312
N0080002;83.1;-22;83.2;34;Agentschap Wegen en Verkeer - AWV312
N0080002;83.2;34;83.2;35;Agentschap Wegen en Verkeer - AWV312
N0080002;83.2;35;84.9;10;Agentschap Wegen en Verkeer - AWV312
N0080002;87.7;1;96.8;-27;Agentschap Wegen en Verkeer - AWV312
N0080002;96.8;-27;97.5;-18;Agentschap Wegen en Verkeer - AWV312
N0080002;97.5;-18;98.5;-35;Agentschap Wegen en Verkeer - AWV312
N0080002;98.5;-35;98.9;-46;Agentschap Wegen en Verkeer - AWV312
N0080002;98.9;-46;100.4;11;Agentschap Wegen en Verkeer - AWV312
N0080002;100.4;11;100.5;-32;Agentschap Wegen en Verkeer - AWV312
N0080002;100.5;-32;105.8;22;Agentschap Wegen en Verkeer - AWV312
N0080002;105.8;22;113.5;50;Agentschap Wegen en Verkeer - AWV313
N0080002;113.5;50;113.6;-14;Agentschap Wegen en Verkeer - AWV313
N0080002;113.6;-14;113.6;0;Gemeente - GemeenteIeper
N0080002;113.6;0;115.3;-8;Gemeente - GemeenteIeper
N0080002;115.3;-8;115.3;-5;Gemeente - GemeenteIeper
N0080002;115.3;-5;115.5;30;Gemeente - GemeenteIeper
N0080002;115.5;30;117.7;-869;Gemeente - GemeenteIeper
N0080002;117.7;-869;117.7;-87;Gemeente - GemeenteIeper
N0080002;117.7;-87;117.7;-78;Agentschap Wegen en Verkeer - AWV313
N0080002;117.7;-78;117.7;-77;Agentschap Wegen en Verkeer - AWV313
N0080002;117.7;-77;117.7;-75;Agentschap Wegen en Verkeer - AWV313
N0080002;117.7;-75;118.7;28;Agentschap Wegen en Verkeer - AWV313
N0080002;118.7;28;140.6;11;Agentschap Wegen en Verkeer - AWV313
N0080002;140.6;11;145.2;-11;Agentschap Wegen en Verkeer - AWV313
N0080002;145.2;-11;149.2;-6;Agentschap Wegen en Verkeer - AWV313
N0080002;149.2;-6;150.9;2;Agentschap Wegen en Verkeer - AWV315
N0080002;150.9;2;152.5;0;Agentschap Wegen en Verkeer - AWV315
N0080021;0;-8;0.1;36;Agentschap Wegen en Verkeer - AWV313
N0080022;0;-8;0.1;36;Agentschap Wegen en Verkeer - AWV313
N0080031;0;-13;0.1;34;Agentschap Wegen en Verkeer - AWV313
N0080032;0;-13;0.1;34;Agentschap Wegen en Verkeer - AWV313
N0080111;0;-5;0;94;Agentschap Wegen en Verkeer - AWV313
N0080112;0;-14;0;85;Agentschap Wegen en Verkeer - AWV313
N0080161;0;-16;0.1;98;Agentschap Wegen en Verkeer - AWV313
N0080162;0;-16;0.1;98;Agentschap Wegen en Verkeer - AWV313
N0080211;0;-9;0;16;Agentschap Wegen en Verkeer - AWV313
N0080212;0;-9;0;16;Agentschap Wegen en Verkeer - AWV313
N0080311;0;-13;0;60;Agentschap Wegen en Verkeer - AWV313
N0080312;0;-13;0;60;Agentschap Wegen en Verkeer - AWV313
N0080451;0;-1;0;27;Agentschap Wegen en Verkeer - AWV312
N0080452;0;-1;0;27;Agentschap Wegen en Verkeer - AWV312
N0085001;0;0;0.1;95;Agentschap Wegen en Verkeer - AWV313
N0085002;0;0;0.1;95;Agentschap Wegen en Verkeer - AWV313
N0085011;0;-5;0.1;76;Agentschap Wegen en Verkeer - AWV313
N0085012;0;-5;0.1;76;Agentschap Wegen en Verkeer - AWV313
N0085021;0;-1;0.1;57;Agentschap Wegen en Verkeer - AWV313
N0085022;0;-1;0.1;57;Agentschap Wegen en Verkeer - AWV313
N0085031;0;0;0.1;58;Agentschap Wegen en Verkeer - AWV313
N0085032;0;0;0.1;58;Agentschap Wegen en Verkeer - AWV313
N0086241;0;-1;0;170;Agentschap Wegen en Verkeer - AWV313
N0089031;0;0;1.7;51;Agentschap Wegen en Verkeer - AWV412
N0089032;0;0;1.7;51;Agentschap Wegen en Verkeer - AWV412
N0089051;0;0;0;854;Gemeente - GemeenteAvelgem
N0089052;0;0;0;854;Gemeente - GemeenteAvelgem
N0089061;0;-4;0.1;19;Agentschap Wegen en Verkeer - AWV312
N0089062;0;-4;0.1;19;Agentschap Wegen en Verkeer - AWV312
N0089071;0.4;-45;0.6;-17;Agentschap Wegen en Verkeer - AWV313
N0089071;0.6;-17;0.6;39;Agentschap Wegen en Verkeer - AWV313
N0089071;0.6;39;1.8;49;Agentschap Wegen en Verkeer - AWV313
N0089071;1.8;49;1.8;50;Gemeente - GemeenteVeurne
N0089071;1.8;49;1.8;49;Agentschap Wegen en Verkeer - AWV315
N0089071;1.8;50;1.8;457;Gemeente - GemeenteVeurne
N0089072;0.4;-45;0.6;-1;Agentschap Wegen en Verkeer - AWV313
N0089072;0.6;-1;0.6;50;Agentschap Wegen en Verkeer - AWV313
N0089072;0.6;50;1.8;50;Agentschap Wegen en Verkeer - AWV313
N0089072;1.8;50;1.8;51;Agentschap Wegen en Verkeer - AWV315
N0089072;1.8;51;1.8;458;Gemeente - GemeenteVeurne
N0089081;0;-2;0.7;-49;Gemeente - GemeenteKoksijde
N0089081;0.7;-49;1.1;-1;Gemeente - GemeenteKoksijde
N0089081;1.1;-1;1.1;641;Gemeente - GemeenteKoksijde
N0089082;0;-9;0.6;47;Gemeente - GemeenteKoksijde
N0089082;0.6;47;1.1;20;Gemeente - GemeenteKoksijde
N0089082;1.1;20;1.1;662;Gemeente - GemeenteKoksijde
N0089091;0;0;0;2;Gemeente - GemeenteIeper
N0089091;0;2;0;63;Gemeente - GemeenteIeper
N0089091;0;63;0;68;Gemeente - GemeenteIeper
N0089092;0;0;0;2;Gemeente - GemeenteIeper
N0089092;0;2;0;63;Gemeente - GemeenteIeper
N0089092;0;63;0;68;Gemeente - GemeenteIeper
N0089101;0;0;0;699;Gemeente - GemeenteKoksijde
N0089102;0;0;0;699;Gemeente - GemeenteKoksijde
N0090001;4.6;-4607;4.6;-4601;Brussels Gewest - Brussels Gewest
N0090001;4.6;-4601;4.6;-40;Brussels Gewest - Brussels Gewest
N0090001;4.6;-40;4.6;-34;Agentschap Wegen en Verkeer - AWV212
N0090001;4.6;-34;5.4;-31;Agentschap Wegen en Verkeer - AWV212
N0090001;5.4;-31;5.9;-31;Agentschap Wegen en Verkeer - AWV212
N0090001;5.9;-31;8.1;28;Agentschap Wegen en Verkeer - AWV212
N0090001;8.1;28;12.2;-40;Agentschap Wegen en Verkeer - AWV212
N0090001;12.2;-40;12.2;38;Agentschap Wegen en Verkeer - AWV212
N0090001;12.2;38;12.8;-37;Agentschap Wegen en Verkeer - AWV212
N0090001;12.8;-37;13.4;-17;Agentschap Wegen en Verkeer - AWV212
N0090001;13.4;-17;13.6;-33;Agentschap Wegen en Verkeer - AWV212
N0090001;13.6;-33;14.5;-19;Agentschap Wegen en Verkeer - AWV212
N0090001;14.5;-19;21.4;-43;Agentschap Wegen en Verkeer - AWV212
N0090001;21.4;-43;25.2;-48;Agentschap Wegen en Verkeer - AWV415
N0090001;25.2;-48;27.1;-34;Agentschap Wegen en Verkeer - AWV415
N0090001;27.1;-34;30.8;-28;Agentschap Wegen en Verkeer - AWV415
N0090001;30.8;-28;39.4;9;Agentschap Wegen en Verkeer - AWV415
N0090001;39.4;9;42.4;-30;Agentschap Wegen en Verkeer - AWV414
N0090001;42.4;-30;42.4;-26;Agentschap Wegen en Verkeer - AWV414
N0090001;42.4;-26;43.8;44;Agentschap Wegen en Verkeer - AWV414
N0090001;43.8;44;45.7;5;Agentschap Wegen en Verkeer - AWV411
N0090001;45.7;5;52.268;11;Agentschap Wegen en Verkeer - AWV411
N0090001;52.3;-16;56.3;-43;Agentschap Wegen en Verkeer - AWV411
N0090001;56.3;-43;68.8;-32;Agentschap Wegen en Verkeer - AWV413
N0090001;68.8;-32;78;-36;Agentschap Wegen en Verkeer - AWV413
N0090001;78;-36;82.8;22;Agentschap Wegen en Verkeer - AWV413
N0090001;82.8;22;92.9;65;Agentschap Wegen en Verkeer - AWV311
N0090001;92.9;65;92.9;67;Agentschap Wegen en Verkeer - AWV311
N0090001;92.9;67;95.4;-51;Gemeente - GemeenteBrugge
N0090001;95.4;-51;95.4;-43;Agentschap Wegen en Verkeer - AWV311
N0090001;95.4;-43;96;49;Agentschap Wegen en Verkeer - AWV311
N0090001;96;49;97.9;-21;Agentschap Wegen en Verkeer - AWV311
N0090001;97.9;-21;106.4;13;Agentschap Wegen en Verkeer - AWV311
N0090001;106.4;13;113.4;-32;Agentschap Wegen en Verkeer - AWV315
N0090001;113.4;-32;116.6;55;Agentschap Wegen en Verkeer - AWV315
N0090002;4.6;-4607;4.6;-33;Brussels Gewest - Brussels Gewest
N0090002;4.6;-33;4.6;-31;Brussels Gewest - Brussels Gewest
N0090002;4.6;-31;5.4;-31;Agentschap Wegen en Verkeer - AWV212
N0090002;5.4;-31;5.9;7;Agentschap Wegen en Verkeer - AWV212
N0090002;5.9;7;8.1;-32;Agentschap Wegen en Verkeer - AWV212
N0090002;8.1;-32;12.2;-40;Agentschap Wegen en Verkeer - AWV212
N0090002;12.2;-40;12.2;30;Agentschap Wegen en Verkeer - AWV212
N0090002;12.2;30;12.8;-36;Agentschap Wegen en Verkeer - AWV212
