ident8;begin.opschrift;begin.afstand;eind.opschrift;eind.afstand;gebied
R0022091;0;-7;2.3;-20;Agentschap Wegen en Verkeer - AWV121
R0022091;2.3;-20;2.3;113;Agentschap Wegen en Verkeer - AWV121
R0022092;0;0;2.3;-20;Agentschap Wegen en Verkeer - AWV121
R0022092;2.3;-20;2.3;111;Agentschap Wegen en Verkeer - AWV121
R0022111;88.5;-12;89.2;200;Agentschap Wegen en Verkeer - AWV121
R0022112;0;0;0;923;Agentschap Wegen en Verkeer - AWV121
R0022121;88.9;0;87.8;36;Agentschap Wegen en Verkeer - AWV121
R0022122;88.9;0;87.8;36;Agentschap Wegen en Verkeer - AWV121
R0022151;87.9;-126;88.6;137;Agentschap Wegen en Verkeer - AWV121
R0022152;87.9;-126;88;738;Agentschap Wegen en Verkeer - AWV121
R0022161;89.3;-97;88.5;42;Agentschap Wegen en Verkeer - AWV121
R0022162;89.3;-97;88.5;42;Agentschap Wegen en Verkeer - AWV121
R0022211;0;0;0.9;54;Agentschap Wegen en Verkeer - AWV121
R0022212;0;0;0.9;54;Agentschap Wegen en Verkeer - AWV121
R0022231;0.1;-100;1.6;87;Agentschap Wegen en Verkeer - AWV121
R0022232;0.1;-100;1.6;87;Agentschap Wegen en Verkeer - AWV121
R0022261;0;0;0.4;33;Agentschap Wegen en Verkeer - AWV121
R0022262;0;0;0.4;33;Agentschap Wegen en Verkeer - AWV121
R0022281;0;0;1.1;70;Agentschap Wegen en Verkeer - AWV121
R0022282;0;0;1.1;70;Agentschap Wegen en Verkeer - AWV121
R0022311;82;-31;82.8;20;Agentschap Wegen en Verkeer - AWV121
R0022312;0;0;0;847;Agentschap Wegen en Verkeer - AWV121
R0022321;83.3;-54;82.9;67;Agentschap Wegen en Verkeer - AWV121
R0022322;83;-359;82.9;67;Agentschap Wegen en Verkeer - AWV121
R0022341;0;0;0;60;Agentschap Wegen en Verkeer - AWV121
R0022342;0;0;0;60;Agentschap Wegen en Verkeer - AWV121
R0022351;0;0;0.2;11;Agentschap Wegen en Verkeer - AWV121
R0022352;0;0;0.2;11;Agentschap Wegen en Verkeer - AWV121
R0022361;82.8;-27;83.4;39;Agentschap Wegen en Verkeer - AWV121
R0022362;82.8;-27;82.7;317;Agentschap Wegen en Verkeer - AWV121
R0024761;0;0;0;10;Agentschap Wegen en Verkeer - AWV121
R0024762;0;0;0;10;Agentschap Wegen en Verkeer - AWV121
R0024821;0;0;0;70;Agentschap Wegen en Verkeer - AWV121
R0024822;0;0;0;70;Agentschap Wegen en Verkeer - AWV121
R0024911;0;0;0;575;Agentschap Wegen en Verkeer - AWV121
R0024912;0;0;0;575;Agentschap Wegen en Verkeer - AWV121
R0024951;0;0;0;204;Agentschap Wegen en Verkeer - AWV121
R0024952;0;0;0;204;Agentschap Wegen en Verkeer - AWV121
R0025051;82.9;-49;83;6;Agentschap Wegen en Verkeer - AWV121
R0025051;83;6;83.2;-42;Agentschap Wegen en Verkeer - AWV121
R0025051;83.2;-42;83.3;1267;Vlaamse Overheid - Vlaamse Overheid
R0025052;0;0;0;161;Agentschap Wegen en Verkeer - AWV121
R0025052;0;161;0;311;Agentschap Wegen en Verkeer - AWV121
R0025052;0;311;0;1718;Vlaamse Overheid - Vlaamse Overheid
R0040001;0.1;-103;2;13;Agentschap Wegen en Verkeer - AWV411
R0040001;2;13;21.4;11;Agentschap Wegen en Verkeer - AWV411
R0040001;21.4;11;28.3;4;Agentschap Wegen en Verkeer - AWV411
R0040001;28.3;4;30.1;-42;Agentschap Wegen en Verkeer - AWV411
R0040001;30.1;-42;35.4;-39;Agentschap Wegen en Verkeer - AWV411
R0040001;35.4;-39;58.3;-35;Agentschap Wegen en Verkeer - AWV411
R0040001;58.3;-35;0;7;Agentschap Wegen en Verkeer - AWV411
R0040002;0;-5;2;-15;Agentschap Wegen en Verkeer - AWV411
R0040002;0.1;-101;0;-5;Agentschap Wegen en Verkeer - AWV411
R0040002;2;-15;21.5;-27;Agentschap Wegen en Verkeer - AWV411
R0040002;21.5;-27;29.4;-246;Agentschap Wegen en Verkeer - AWV411
R0040002;29.4;-246;35.6;55;Agentschap Wegen en Verkeer - AWV411
R0040002;35.6;55;57.8;-47;Agentschap Wegen en Verkeer - AWV411
R0040002;57.8;-47;61.4;34;Agentschap Wegen en Verkeer - AWV411
R0040011;0;0;0;51;Agentschap Wegen en Verkeer - AWV411
R0040012;0;0;0;51;Agentschap Wegen en Verkeer - AWV411
R0040021;0;-36;0;0;Agentschap Wegen en Verkeer - AWV411
R0040022;0;-36;0;0;Agentschap Wegen en Verkeer - AWV411
R0040031;0;-34;0;5;Agentschap Wegen en Verkeer - AWV411
R0040032;0;-34;0;5;Agentschap Wegen en Verkeer - AWV411
R0040041;0;0;69;0;Agentschap Wegen en Verkeer - AWV411
R0040042;0;0;69;0;Agentschap Wegen en Verkeer - AWV411
R0040051;69;-63;69;4;Agentschap Wegen en Verkeer - AWV411
R0040052;69;-63;69;4;Agentschap Wegen en Verkeer - AWV411
R0040061;0;-9;0;9;Agentschap Wegen en Verkeer - AWV411
R0040062;0;-9;0;9;Agentschap Wegen en Verkeer - AWV411
R0040071;0;-4;0;10;Agentschap Wegen en Verkeer - AWV411
R0040072;0;-4;0;10;Agentschap Wegen en Verkeer - AWV411
R0040111;0;-3;0.841;1;Agentschap Wegen en Verkeer - AWV411
R0040111;12.5;0;12.6;164;Agentschap Wegen en Verkeer - AWV411
R0040112;0;-3;0.841;1;Agentschap Wegen en Verkeer - AWV411
R0040121;0;0;0.2;3;Agentschap Wegen en Verkeer - AWV411
R0040122;0;0;0.2;3;Agentschap Wegen en Verkeer - AWV411
R0040122;13;-218;13;43;Agentschap Wegen en Verkeer - AWV411
R0040151;0;-10;0.747;0;Agentschap Wegen en Verkeer - AWV411
R0040151;13;-252;13;0;Agentschap Wegen en Verkeer - AWV411
R0040152;0;-10;0.747;0;Agentschap Wegen en Verkeer - AWV411
R0040161;0;0;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0040162;0;0;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0040162;12.5;-44;12.5;220;Agentschap Wegen en Verkeer - AWV411
R0040211;0;-15;0;186;Agentschap Wegen en Verkeer - AWV411
R0040212;0;-15;0;186;Agentschap Wegen en Verkeer - AWV411
R0040311;0;-2;0.1;80;Agentschap Wegen en Verkeer - AWV411
R0040312;0;-2;0.1;80;Agentschap Wegen en Verkeer - AWV411
R0040321;0;-1;0.4;54;Agentschap Wegen en Verkeer - AWV411
R0040322;0;-1;0.4;54;Agentschap Wegen en Verkeer - AWV411
R0040351;0;-5;0.1;61;Agentschap Wegen en Verkeer - AWV411
R0040352;0;-5;0.1;61;Agentschap Wegen en Verkeer - AWV411
R0040361;0;-8;0.1;126;Agentschap Wegen en Verkeer - AWV411
R0040362;0;-8;0.1;126;Agentschap Wegen en Verkeer - AWV411
R0040381;0;0;0;397;Agentschap Wegen en Verkeer - AWV411
R0040382;0;0;0;397;Agentschap Wegen en Verkeer - AWV411
R0040451;0;-11;0.1;64;Agentschap Wegen en Verkeer - AWV411
R0040452;0;-11;0.1;64;Agentschap Wegen en Verkeer - AWV411
R0040511;0;-1;0.3;146;Agentschap Wegen en Verkeer - AWV411
R0040512;0;-1;0.3;146;Agentschap Wegen en Verkeer - AWV411
R0040521;0;-2;0.4;91;Agentschap Wegen en Verkeer - AWV411
R0040522;0;-2;0.4;91;Agentschap Wegen en Verkeer - AWV411
R0040551;0;-2;0.3;76;Agentschap Wegen en Verkeer - AWV411
R0040552;0;-2;0.3;76;Agentschap Wegen en Verkeer - AWV411
R0040561;0;-5;0.4;146;Agentschap Wegen en Verkeer - AWV411
R0040562;0;-5;0.4;146;Agentschap Wegen en Verkeer - AWV411
R0040611;0;-7;1.3;1;Agentschap Wegen en Verkeer - AWV411
R0040612;0;-7;1.3;1;Agentschap Wegen en Verkeer - AWV411
R0040621;0;-17;0.3;150;Agentschap Wegen en Verkeer - AWV411
R0040622;0;-17;0.3;150;Agentschap Wegen en Verkeer - AWV411
R0040631;0;-1;0.2;77;Agentschap Wegen en Verkeer - AWV411
R0040632;0;-1;0.2;77;Agentschap Wegen en Verkeer - AWV411
R0040641;0;0;0.5;78;Agentschap Wegen en Verkeer - AWV411
R0040642;0;0;0.5;78;Agentschap Wegen en Verkeer - AWV411
R0040651;0;-8;0.6;136;Agentschap Wegen en Verkeer - AWV411
R0040652;0;-8;0.6;136;Agentschap Wegen en Verkeer - AWV411
R0040661;0;0;0.6;140;Agentschap Wegen en Verkeer - AWV411
R0040662;0;0;0.6;140;Agentschap Wegen en Verkeer - AWV411
R0040671;0;-24;0.3;77;Agentschap Wegen en Verkeer - AWV411
R0040672;0;-24;0.3;77;Agentschap Wegen en Verkeer - AWV411
R0040681;0;-35;0.6;110;Agentschap Wegen en Verkeer - AWV411
R0040682;0;-35;0.6;110;Agentschap Wegen en Verkeer - AWV411
R0040711;0;-1;0.3;64;Agentschap Wegen en Verkeer - AWV411
R0040712;0;-1;0.3;64;Agentschap Wegen en Verkeer - AWV411
R0040721;0;-1;0.2;147;Agentschap Wegen en Verkeer - AWV411
R0040722;0;-1;0.2;147;Agentschap Wegen en Verkeer - AWV411
R0040751;0;-14;0.4;70;Agentschap Wegen en Verkeer - AWV411
R0040752;0;-14;0.4;70;Agentschap Wegen en Verkeer - AWV411
R0040761;0;-10;0.3;119;Agentschap Wegen en Verkeer - AWV411
R0040762;0;-10;0.3;119;Agentschap Wegen en Verkeer - AWV411
R0040811;0;0;0.2;276;Agentschap Wegen en Verkeer - AWV411
R0040812;0;0;0.2;276;Agentschap Wegen en Verkeer - AWV411
R0040821;0;-8;0.1;147;Agentschap Wegen en Verkeer - AWV411
R0040822;0;-8;0.1;147;Agentschap Wegen en Verkeer - AWV411
R0040851;0;-10;0.4;69;Agentschap Wegen en Verkeer - AWV411
R0040852;0;-10;0.4;69;Agentschap Wegen en Verkeer - AWV411
R0040861;0;-19;0;191;Agentschap Wegen en Verkeer - AWV411
R0040862;0;-19;0;191;Agentschap Wegen en Verkeer - AWV411
R0040901;0;0;0;142;Agentschap Wegen en Verkeer - AWV411
R0040902;0;0;0;142;Agentschap Wegen en Verkeer - AWV411
R0040911;0.7;-713;1.5;19;Agentschap Wegen en Verkeer - AWV411
R0040911;1.5;19;1.5;20;Agentschap Wegen en Verkeer - AWV411
R0040912;0.7;-713;1.5;19;Agentschap Wegen en Verkeer - AWV411
R0040912;1.5;19;1.5;20;Agentschap Wegen en Verkeer - AWV411
R0040921;0;0;0;10;Agentschap Wegen en Verkeer - AWV411
R0040922;0;0;0;10;Agentschap Wegen en Verkeer - AWV411
R0040931;0;0;0.5;211;Agentschap Wegen en Verkeer - AWV411
R0040932;0;0;0.5;211;Agentschap Wegen en Verkeer - AWV411
R0040941;0;-18;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0040941;0.2;0;0.2;33;Vlaamse Overheid - Vlaamse Overheid
R0040942;0;-18;0.3;33;Agentschap Wegen en Verkeer - AWV411
R0040942;0.3;33;0.2;33;Vlaamse Overheid - Vlaamse Overheid
R0040961;0;0;0;835;Agentschap Wegen en Verkeer - AWV411
R0040962;0;0;0;835;Agentschap Wegen en Verkeer - AWV411
R0040981;0;0;0;437;Agentschap Wegen en Verkeer - AWV411
R0040982;0;0;0;437;Agentschap Wegen en Verkeer - AWV411
R0040991;0;0;0;744;Agentschap Wegen en Verkeer - AWV411
R0040992;0;0;0;744;Agentschap Wegen en Verkeer - AWV411
R0041011;0;0;0.1;5;Agentschap Wegen en Verkeer - AWV411
R0041012;0;0;0.1;5;Agentschap Wegen en Verkeer - AWV411
R0041021;0;0;0;41;Agentschap Wegen en Verkeer - AWV411
R0041022;0;0;0;41;Agentschap Wegen en Verkeer - AWV411
R0041031;0;-2;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041032;0;-2;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041051;0;-8;100;3;Agentschap Wegen en Verkeer - AWV411
R0041052;0;-8;100;3;Agentschap Wegen en Verkeer - AWV411
R0041061;0;-1;0;54;Agentschap Wegen en Verkeer - AWV411
R0041062;0;-1;0;54;Agentschap Wegen en Verkeer - AWV411
R0041071;0;-7;0;55;Agentschap Wegen en Verkeer - AWV411
R0041071;0.1;-23;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041072;0;-7;0;55;Agentschap Wegen en Verkeer - AWV411
R0041072;0.1;-23;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041121;0;-1;0.5;15;Agentschap Wegen en Verkeer - AWV411
R0041122;0;-1;0.5;15;Agentschap Wegen en Verkeer - AWV411
R0041131;0;-5;0.1;29;Agentschap Wegen en Verkeer - AWV411
R0041132;0;-5;0.1;29;Agentschap Wegen en Verkeer - AWV411
R0041151;0;0;0.12;14;Agentschap Wegen en Verkeer - AWV411
R0041152;0;0;0.12;14;Agentschap Wegen en Verkeer - AWV411
R0041161;0;0;0.3;37;Agentschap Wegen en Verkeer - AWV411
R0041162;0;0;0.3;37;Agentschap Wegen en Verkeer - AWV411
R0041221;0;0;0;138;Agentschap Wegen en Verkeer - AWV411
R0041222;0;0;0;138;Agentschap Wegen en Verkeer - AWV411
R0041271;0;-1;0.3;36;Agentschap Wegen en Verkeer - AWV411
R0041272;0;-1;0.3;36;Agentschap Wegen en Verkeer - AWV411
R0041311;0;0;0.1;1;Agentschap Wegen en Verkeer - AWV411
R0041312;0;0;0.1;1;Agentschap Wegen en Verkeer - AWV411
R0041331;0;-18;0.2;6;Agentschap Wegen en Verkeer - AWV411
R0041332;0;-18;0.2;6;Agentschap Wegen en Verkeer - AWV411
R0041341;0;-2;0.2;4;Agentschap Wegen en Verkeer - AWV411
R0041342;0;-4;0.2;4;Agentschap Wegen en Verkeer - AWV411
R0041351;0;0;0;51;Agentschap Wegen en Verkeer - AWV411
R0041352;0;0;0;51;Agentschap Wegen en Verkeer - AWV411
R0041361;32.9;-16;32.7;9;Agentschap Wegen en Verkeer - AWV411
R0041362;32.9;-16;32.7;9;Agentschap Wegen en Verkeer - AWV411
R0041371;0;-26;0;8;Agentschap Wegen en Verkeer - AWV411
R0041371;0;0;0;48;Agentschap Wegen en Verkeer - AWV411
R0041372;0;-26;0;8;Agentschap Wegen en Verkeer - AWV411
R0041372;0;0;0;48;Agentschap Wegen en Verkeer - AWV411
R0041511;0;0;0;67;Agentschap Wegen en Verkeer - AWV411
R0041512;0;0;0;67;Agentschap Wegen en Verkeer - AWV411
R0041521;0;-12;0;278;Agentschap Wegen en Verkeer - AWV411
R0041522;0;-12;0;278;Agentschap Wegen en Verkeer - AWV411
R0041531;0;0;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0041532;0;0;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0041541;0;-10;0.4;9;Agentschap Wegen en Verkeer - AWV411
R0041542;0;-10;0.4;9;Agentschap Wegen en Verkeer - AWV411
R0041551;0;-1;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0041552;0;-1;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0041561;0;0;0.2;12;Agentschap Wegen en Verkeer - AWV411
R0041562;0;0;0.2;12;Agentschap Wegen en Verkeer - AWV411
R0041571;0.1;-131;0.1;1;Agentschap Wegen en Verkeer - AWV411
R0041572;0.1;-131;0.1;1;Agentschap Wegen en Verkeer - AWV411
R0041581;0;0;0.5;0;Agentschap Wegen en Verkeer - AWV411
R0041582;0;0;0.5;0;Agentschap Wegen en Verkeer - AWV411
R0041591;0.1;-53;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041592;0.1;-53;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041611;0;0;0.3;3;Agentschap Wegen en Verkeer - AWV411
R0041612;0;0;0.3;3;Agentschap Wegen en Verkeer - AWV411
R0041621;0;0;0.3;7;Agentschap Wegen en Verkeer - AWV411
R0041622;0;0;0.3;7;Agentschap Wegen en Verkeer - AWV411
R0041631;0;-7;0.4;0;Agentschap Wegen en Verkeer - AWV411
R0041632;0;-7;0.4;0;Agentschap Wegen en Verkeer - AWV411
R0041641;0;-9;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041642;0;-9;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041651;0;-4;0;135;Agentschap Wegen en Verkeer - AWV411
R0041651;0.2;-20;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041652;0;-4;0;135;Agentschap Wegen en Verkeer - AWV411
R0041652;0.2;-20;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041661;0;-12;0;91;Agentschap Wegen en Verkeer - AWV411
R0041661;0.1;-45;0.1;7;Agentschap Wegen en Verkeer - AWV411
R0041662;0;-12;0;91;Agentschap Wegen en Verkeer - AWV411
R0041662;0.1;-45;0.1;7;Agentschap Wegen en Verkeer - AWV411
R0041671;0;-4;0;33;Agentschap Wegen en Verkeer - AWV411
R0041671;0.1;-49;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041672;0;-4;0;33;Agentschap Wegen en Verkeer - AWV411
R0041672;0.1;-49;0.1;0;Agentschap Wegen en Verkeer - AWV411
R0041681;0;-6;0.1;5;Agentschap Wegen en Verkeer - AWV411
R0041682;0;-6;0.1;5;Agentschap Wegen en Verkeer - AWV411
R0041711;0;-4;0.2;4;Agentschap Wegen en Verkeer - AWV411
R0041712;0;-4;0.2;4;Agentschap Wegen en Verkeer - AWV411
R0041721;0;-24;0.3;5;Agentschap Wegen en Verkeer - AWV411
R0041722;0;-24;0.3;5;Agentschap Wegen en Verkeer - AWV411
R0041751;0;-55;0;16;Agentschap Wegen en Verkeer - AWV411
R0041752;0;-55;0;16;Agentschap Wegen en Verkeer - AWV411
R0041761;0;-21;0;2;Agentschap Wegen en Verkeer - AWV411
R0041762;0;-21;0;2;Agentschap Wegen en Verkeer - AWV411
R0041811;0;0;0.4;0;Agentschap Wegen en Verkeer - AWV411
R0041812;0;0;0.4;3;Agentschap Wegen en Verkeer - AWV411
R0041821;0;-25;0.5;3;Agentschap Wegen en Verkeer - AWV411
R0041822;0;-25;0.5;3;Agentschap Wegen en Verkeer - AWV411
R0041851;0;-17;0.1;22;Agentschap Wegen en Verkeer - AWV411
R0041852;0;-17;0.1;22;Agentschap Wegen en Verkeer - AWV411
R0041861;0;-44;0;21;Agentschap Wegen en Verkeer - AWV411
R0041861;0;21;0;22;Agentschap Wegen en Verkeer - AWV411
R0041862;0;-44;0;21;Agentschap Wegen en Verkeer - AWV411
R0041862;0;21;0;22;Agentschap Wegen en Verkeer - AWV411
R0041911;0;-1;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041912;0;-1;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041921;0;0;0.2;1;Agentschap Wegen en Verkeer - AWV411
R0041922;0;0;0.2;1;Agentschap Wegen en Verkeer - AWV411
R0041951;0;-6;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041952;0;-6;0.2;0;Agentschap Wegen en Verkeer - AWV411
R0041961;0;-3;0.1;76;Agentschap Wegen en Verkeer - AWV411
R0041962;0;-3;0.1;76;Agentschap Wegen en Verkeer - AWV411
R0042111;56.2;-35;56.4;40;Agentschap Wegen en Verkeer - AWV411
R0042112;0;0;0;271;Agentschap Wegen en Verkeer - AWV411
R0042121;56.7;-4;56.5;70;Agentschap Wegen en Verkeer - AWV411
R0042122;0;0;0;271;Agentschap Wegen en Verkeer - AWV411
R0042151;56.5;-44;56.7;22;Agentschap Wegen en Verkeer - AWV411
R0042152;0;3;0;268;Agentschap Wegen en Verkeer - AWV411
R0042161;56.4;-24;56.2;9;Agentschap Wegen en Verkeer - AWV411
R0042162;0;0;0;230;Agentschap Wegen en Verkeer - AWV411
R0043011;0;-7;0.28;0;Agentschap Wegen en Verkeer - AWV411
R0043012;0.2;-201;0.28;0;Agentschap Wegen en Verkeer - AWV411
R0043031;0;-4;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0043032;0.3;-295;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0043051;0;0;0.29;3;Agentschap Wegen en Verkeer - AWV411
R0043052;0.1;-96;0.2;94;Agentschap Wegen en Verkeer - AWV411
R0043071;0;0;0.3;13;Agentschap Wegen en Verkeer - AWV411
R0043072;0.1;-95;0.3;13;Agentschap Wegen en Verkeer - AWV411
R0043361;0;0;0;26;Agentschap Wegen en Verkeer - AWV411
R0043362;0;0;0;26;Agentschap Wegen en Verkeer - AWV411
R0043701;0;-4;0;16;Agentschap Wegen en Verkeer - AWV411
R0043702;0;-4;0;16;Agentschap Wegen en Verkeer - AWV411
R0043721;0;-1;0.2;1;Agentschap Wegen en Verkeer - AWV411
R0043722;0;-1;0.2;1;Agentschap Wegen en Verkeer - AWV411
R0043761;0;-16;0;-15;Agentschap Wegen en Verkeer - AWV411
R0043761;0;-15;0.1;2;Agentschap Wegen en Verkeer - AWV411
R0043762;0;-16;0;-15;Agentschap Wegen en Verkeer - AWV411
R0043762;0;-15;0.1;2;Agentschap Wegen en Verkeer - AWV411
R0043821;0;-22;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0043822;0;-22;0.3;0;Agentschap Wegen en Verkeer - AWV411
R0043861;0;-2;0.1;44;Agentschap Wegen en Verkeer - AWV411
R0043862;0;-2;0.1;44;Agentschap Wegen en Verkeer - AWV411
R0043911;0;-7;0.2;11;Agentschap Wegen en Verkeer - AWV411
R0043912;0;-7;0.2;11;Agentschap Wegen en Verkeer - AWV411
R0043921;0;-3;0.2;20;Agentschap Wegen en Verkeer - AWV411
R0043922;0;-3;0.2;20;Agentschap Wegen en Verkeer - AWV411
R0043951;0;-8;0.2;13;Agentschap Wegen en Verkeer - AWV411
R0043952;0;-8;0.2;13;Agentschap Wegen en Verkeer - AWV411
R0043961;0;-2;0.2;35;Agentschap Wegen en Verkeer - AWV411
R0043962;0;-2;0.2;35;Agentschap Wegen en Verkeer - AWV411
R0044021;0;0;0.2;10;Agentschap Wegen en Verkeer - AWV411
R0044022;0;0;0.2;10;Agentschap Wegen en Verkeer - AWV411
R0044061;0;0;0.2;12;Agentschap Wegen en Verkeer - AWV411
R0044062;0;0;0.2;12;Agentschap Wegen en Verkeer - AWV411
R0044111;0;0;0;41;Agentschap Wegen en Verkeer - AWV411
R0044112;0;0;0;41;Agentschap Wegen en Verkeer - AWV411
R0044151;0;0;0;25;Agentschap Wegen en Verkeer - AWV411
R0044152;0;0;0;25;Agentschap Wegen en Verkeer - AWV411
R0045001;0.3;-260;0.3;1;Agentschap Wegen en Verkeer - AWV411
R0045002;0.3;-260;0.3;1;Agentschap Wegen en Verkeer - AWV411
R0045011;0;-1;0.4;3;Agentschap Wegen en Verkeer - AWV411
R0045012;0;-1;0.4;3;Agentschap Wegen en Verkeer - AWV411
R0045031;0;0;0.2;1;Agentschap Wegen en Verkeer - AWV411
R0045032;0;0;0.2;1;Agentschap Wegen en Verkeer - AWV411
R0045051;0;-1;0.6;0;Agentschap Wegen en Verkeer - AWV411
R0045052;0;-1;0.6;0;Agentschap Wegen en Verkeer - AWV411
R0045061;34.1;0;34.1;354;Agentschap Wegen en Verkeer - AWV411
R0045062;34.1;0;34.1;354;Agentschap Wegen en Verkeer - AWV411
R0045081;0;-49;0;251;Agentschap Wegen en Verkeer - AWV411
R0045081;0;251;1.1;21;Agentschap Wegen en Verkeer - AWV411
R0045082;0;-49;0;251;Agentschap Wegen en Verkeer - AWV411
R0045082;0;251;1.1;21;Agentschap Wegen en Verkeer - AWV411
R0045091;0;0;0;109;Agentschap Wegen en Verkeer - AWV411
R0045092;0;0;0;109;Agentschap Wegen en Verkeer - AWV411
R0045201;48.9;-27;49.9;75;Agentschap Wegen en Verkeer - AWV411
R0045202;48.9;-27;49.9;75;Agentschap Wegen en Verkeer - AWV411
R0045211;0;0;0;1025;Gemeente - GemeenteGent
R0045212;0;0;0;1025;Gemeente - GemeenteGent
R0046001;0;-1;0.2;48;Agentschap Wegen en Verkeer - AWV411
R0046011;0.1;-58;0;25;Agentschap Wegen en Verkeer - AWV411
R0046012;0.1;-57;0;25;Agentschap Wegen en Verkeer - AWV411
R0046021;0;-10;0.1;72;Agentschap Wegen en Verkeer - AWV411
R0046022;0;-10;0.1;72;Agentschap Wegen en Verkeer - AWV411
R0046031;0.1;-77;0;5;Agentschap Wegen en Verkeer - AWV411
R0047011;0;-7;0.9;169;Agentschap Wegen en Verkeer - AWV411
R0047012;0;-8;0.9;169;Agentschap Wegen en Verkeer - AWV411
R0047021;0;-1;0.5;14;Gemeente - GemeenteMerelbeke
R0047021;0.5;14;0.9;15;Agentschap Wegen en Verkeer - AWV411
R0047022;0;-1;0.5;18;Gemeente - GemeenteMerelbeke
R0047022;0.5;18;0.9;15;Agentschap Wegen en Verkeer - AWV411
R0047031;0;0;0;66;Gemeente - GemeenteMerelbeke
R0047032;0;0;0;66;Gemeente - GemeenteMerelbeke
R0047041;0;-13;3.6;0;Agentschap Wegen en Verkeer - AWV411
R0047042;0;-13;3.6;0;Agentschap Wegen en Verkeer - AWV411
R0047051;0;0;0;833;Gemeente - GemeenteLievegem
R0047052;0;0;0;833;Gemeente - GemeenteLievegem
R0047061;0;-1;0.3;5;Agentschap Wegen en Verkeer - AWV411
R0047062;0;-19;0.3;5;Agentschap Wegen en Verkeer - AWV411
R0047071;0;-1;0.5;10;Agentschap Wegen en Verkeer - AWV411
R0047072;0;-1;0.5;10;Agentschap Wegen en Verkeer - AWV411
R0060001;1.7;-71;9.3;59;Agentschap Wegen en Verkeer - AWV112
R0060002;0.7;-79;9.3;64;Agentschap Wegen en Verkeer - AWV112
R0060002;9.3;64;9.3;67;Agentschap Wegen en Verkeer - AWV112
R0060121;0;0;0.4;4;Agentschap Wegen en Verkeer - AWV112
R0060122;0;0;0.4;4;Agentschap Wegen en Verkeer - AWV112
R0060151;0;0;1.6;28;Agentschap Wegen en Verkeer - AWV112
R0060152;0;0;1.6;28;Agentschap Wegen en Verkeer - AWV112
R0060241;0;-4;0.3;4;Agentschap Wegen en Verkeer - AWV112
R0060242;0;-4;0.3;4;Agentschap Wegen en Verkeer - AWV112
R0060311;1.8;-79;1.8;118;Agentschap Wegen en Verkeer - AWV112
R0060321;2;-59;2.1;100;Agentschap Wegen en Verkeer - AWV112
R0060351;2;-62;2.1;47;Agentschap Wegen en Verkeer - AWV112
R0060361;1.8;-66;1.9;33;Agentschap Wegen en Verkeer - AWV112
R0060411;2.8;-84;2.9;103;Agentschap Wegen en Verkeer - AWV112
R0060411;2.9;103;2.9;107;Agentschap Wegen en Verkeer - AWV112
R0060421;3.1;-84;3.1;-81;Agentschap Wegen en Verkeer - AWV112
R0060421;3.1;-81;3.2;28;Agentschap Wegen en Verkeer - AWV112
R0060451;3.1;-84;3.1;-79;Agentschap Wegen en Verkeer - AWV112
R0060451;3.1;-79;3.2;125;Agentschap Wegen en Verkeer - AWV112
R0060461;2.8;-88;2.9;102;Agentschap Wegen en Verkeer - AWV112
R0060461;2.9;102;2.9;106;Agentschap Wegen en Verkeer - AWV112
R0060511;0;0;0.2;17;Agentschap Wegen en Verkeer - AWV112
R0060512;0;0;0.2;17;Agentschap Wegen en Verkeer - AWV112
R0060541;0;0;0.2;6;Agentschap Wegen en Verkeer - AWV112
R0060542;0;0;0.2;6;Agentschap Wegen en Verkeer - AWV112
R0060551;0;0;0.2;11;Agentschap Wegen en Verkeer - AWV112
R0060552;0;0;0.2;11;Agentschap Wegen en Verkeer - AWV112
R0060561;0;-1;0.2;10;Agentschap Wegen en Verkeer - AWV112
R0060562;0;-1;0.2;10;Agentschap Wegen en Verkeer - AWV112
R0060711;0;0;0;177;Agentschap Wegen en Verkeer - AWV112
R0060712;0;0;0;170;Agentschap Wegen en Verkeer - AWV112
